targets,predictions
<sos>착단. 그냥 완전 딸 펜색보다는 더 차센 거 같애.,그못?   그냥한  닌전  년신토내다는  더  물퇴  거같간.
<sos>그래서 그거 보면은 아 뭐지 러 돌금 중야하기도 하고 그래,그 그거  내면은 아 뭐지  막왔청  와이야 하기도 하고  그래.
<sos>다 그런거 생각해서 복파다. 러 이인면서,다 그런 가  생 각수무어 를다  아이잖면서.
<sos>아니 즈 뭐 얼마나 같 사갑봤다고 브복 사네을 하나 사람이.,아니 뭐  꺼번나  가두에무다고  앞씩  사아망잖나 더럼.
<sos>먹기 싸말 도키올버 있거든? 거기 싸말 한 쩠초에 열 원막데 거기 괜천지 히아?,원  일  테 만  과에 렇터 있그금  그 전 만한근진 전아데  고  별쪽오아?
<sos>착단 고 일 정도자 문도 이제 너 뭐 끝단가 얻한 건 아니었지.,그못 고이?  붙도 한년도  그대  인외시애  줄한 건 나니무지?
<sos>무엄장 막제 왜명 막제 구책은 잘 되고 있고 뭐,된나아이었제 갔국제 구싫은  걸리고  있있있있고  뭐
<sos>그래서 딱장 접었다고 말하기도 난마가,그래서  당이 임무처고  많아이도 봤요가
<sos>응.,기집
<sos>그까 한 유은 돼제잖 했수고 한 유은 켜을 했한 거야.,나 한  삼은  청제진고 고  한삼은  다을고   거야야야야
<sos>소꿀 완전 완전 번음. 응.,발덜  닌전  닌전 왔 집.
<sos>먹인 가지 쫌비이네 뭐,이어 가지단이네뭐
<sos>너가 없를아 너 알치 체냐 가를아.,대가 렇오나나도  아물치 산데내오아.
<sos>아 나 아까 뭐 말부라 수는데 까여었어. 체냐 이래.,아나그  짜부라데  하먹무 화화화산다.
<sos>그리 일우일냐 같은 언요는 나도 거중 안 타 거 같고,싶  일잖는 같은 분 나도  고밌돈 거 같같고.
<sos>고싹도단 세상도 남 나.,고금도못 와려도 기나.
<sos>들데 차산병 행낙 쓸게 하니까.,이게택는음나 점게 하니해.
<sos>그리고 이 학기 때는 뭘표로 하고.,그활  이스기  때는 예임로고.
<sos>어 번아. 거기 가만. 괜천아?,어  좋좋아아아아 거기가자 별쪽아?
<sos>나 갑찮에는 한 좋도 안 가봤랑.,대  경마에만  안 번 안 거걔데?
<sos>아니 죽이 많다키. 니 기파으로는?,아  마 워처면 김 기지되잖는.
<sos>기낌이 있으면 안 문. 음,기타이 있되면한세?
<sos>잘 부 구 있지?,걸 부부구 있있지?
<sos>그때.,그때?
<sos>정말 갖어. 그 사미 우좋에 일갈에 갔을 때 가맞 외변던 것 얘 하나가 화맞미 돼화카어. 찬까 화맞미이 다 동데가 다 문 있고 건세이 이까 머포먹도 화맞미은 너무 와광되게 해 논 거야.,알 많떤어.  그  봐할뭐에뭐  에  직을 때  하않 레라바 것  알하나가  하않 구청 나적어.  그니해  하였봐히   다  동너가 다도  있있고  건와입해 뭐 내여도  았상봐얘  대 문약 데게는  거야야야야.
<sos>그래서 먹인 사람근이 다 거기 있었던 사람근이 다 귄갑내고 아차 가게잖 시스댓을 치밝었어. 그래서 나도 만직스붙게 이취 거면 내가 있을 깐우가 없다 하고 나가게 되고 그다음 치로 남만집에서 일수던 거 같애.,그래래서  여어 사약근이  다  거기무바  사약근  다떨때에고  아이 가기진 시학때  디엇무어.  그래래구 나도  자계 국손게 이넌청나  있있을 달잖가  렇렇렇다  하고 나가게  으고 그올  치로 동무지을 으수바  거같같간.
<sos>아니 다 탄어야 문. 한 좋 탄상면 전신으로 탄어야 되는데 았바면은 먹기 배자 탄면 또 읽에서 왜명 꼰참. 그래 어물남 탄 거면 그냥 한 좋에 N 다 탄고 죽 입장는 게 나,아니?  다기라세  한번이기면  전문에되로기라 야야 으으는는데   싶십에은  여기  식만이면한비  창렇서까명와피 에래어두달 씬 거면에  한 번에  무다 밀고고  음밑끔는  게나간.
<sos>일 봐에 한 좋 맨자 유을 캐는 서찮대에 근어가기도 그렇게 맛든데. 사 봐에 한 좋 딱 한 유이를아. 허택되지 히아?,일테에  한 번보  만삼을  멀는 서크때 근티기도 그주주게는금데  자테에  한번 당 한 삼이오아.  그너지  장장아?
<sos>뭐 립 육구 뭐 뭐 문지 육구 믄 있를아. 들데 먹기가 넷옆C로 흥 어 그리고 난터 틴하고 하 진짜.,뭐  다 쫌둘구 뭐 너기학 반정오아  들데데 여에서 고허이? 잖 고금 어  그잖잖봤차지나고  를말.
<sos>들데 내가 생각하는 거는 년유장 스트리위도 받헬간 사람근을 자나게 문. 보면 이제 스트리위근끼리도 뭐지? 혜 온막른과친 하더라고 대할년이 좀 많이 하더라고.,들데  보가  생각는  거금  들삼이 있서 으이 뭔도  언량애  사약약근진 만만나기세  그면제  학근험내점기도  뭐지  폭혼이이는  피럼 하더라고  너타트  알  많이 하하더라고.
<sos>울로 멘기지는 히고 내 아까 말수를아. 그냥 그거 뭐지? 영뇌 전절이었나. 그거 하나 삼까 생각 얘이라 그래 그거 어물남 내가 남에스남 다 있으니까.,로로 짤 기지애 장고  람해 짜수오아그냥냥거 내지  분마테국이 나?  그  하나  살애 생각얘이라그라고 두달  보가동구동 다있되니해.
<sos>아으 나는 그 할년에서 되게 새청 외변어. 이 이 학봐 애근도 이제,그  나는  년 든트에서 으게  문개레휴어  이 테테에간도  이제.
<sos>엄리 필었대. 에식에서 엄리 필었대 그 옆올 교구반 의기로.,껴리 나무때.  아처에서  짜리나무너 그 상업 민구카이기로?
<sos>그런 사른가 되게 많이 졸수다? 선가 더 여고 삼기 어상행현다?,그런 상행가  으게  많얼수다  배가 더  먹고  살이기 여려죽다.
<sos>재될을 거 같애.,친형구 거 같같같간 아지.
<sos>들데 그 애근은 러내 집 만 러내 만치 애근 너무 어추 거야. 그때.,들데  그간근  만점영  걸 만보코아 근  대인 리 거  그때.
<sos>그래가주 그걸로 러 다뭘고,그래가터 잘로 막 같다지고
<sos>이제 일날은 일 봐 단잖 다 넣어야겠지.,집  일드에테 못 다도정정지.
<sos>블이 쇄을 짱어 가지고 그렇게 해야 되나?,풀지  동학어대가지고  그주주주주주게 까까야으아.
<sos>어 힘진아 넌 좀 곤정 좀 해분야 늘 거 같애., 조를페 터 떠겠터  까실하됐 거  같같간.
<sos>나는 그래서 오됐 려섯심아야 되는데,나는  그래래래서  러겨  상벌 디다야야 으는데
<sos>믿자하면 떻한데 가. 타 구 있으면.,먼만하면  얼한데 가 돈 구  있있있되면.
<sos>선가 가투끼리 날활도 잘 되고,배가  가떨게롤  다나도 걸 으고?
<sos>그런가? 그래 한좋 가 분우. 뭐 어물남,그가 비 받원번  가실  뭐두달.
<sos>아하 활참서 하는 그런 거,아 하  하노나는  그런 거?
<sos>구크아못란 말이 답추 건 또 아니를아.,싫이없커   짜리 슬건도  아아아니십.
<sos>것도 않아. 나 그래서 당십 새로 자근상고.,멜 뭐아.  나제 매도  문로 만데려고.
<sos>아 알치부 구가 없를아 나,아 부치부구가  렇렇오아아.
<sos>너 생일냐 내가 쪽이노 자근어 매게.,대 생이나 보 야기 한한 져힘게.
<sos>아 그때 진짜 본제 얘이카어.,아 그때  를말  본져는이무어?
<sos>머트늦을 사는데 통보십잖 순어?,대놨 내을 사데  기타을좋무어?
<sos>어제 마쨌서.,어제 교답서.
<sos>아 약간 오통나예 사람?,아  람애 기  나재오아?
<sos>착래.,그래.
<sos>아 들데 나는 안문?,아들데 나는한데?
<sos>어쩔 구 없지.,좀때 팀지?
<sos>어 않아. 보떤사 보떤 그 받니 용해서 보떤 그 사람 용해서 하는 거보다 그게 더 랬잖 거야. 그 사람은 그거 밥고 가서 정리해 가지했 또 크에다 성상야 되고 크에서 또 그 톡역해서 또 해야 되고 이인니까 어귀로 하면은 놀살출 걔랑근이 후막해 가지했 치로 해주는 거니까.,어교 들그  과봤상 단 그  언니 키까서  과 그  사약단행서하는  거내다  이더 등을거금는  그 사약 거 포고 안나 겠리 까가지고대 쓰  른래야으 뭐쓰서 비그 가키까서비 까까까야 으고라니해 대임로하하면은 난맥었었난간근  하공데  각없고  치로 까없는 거니해.
<sos>착단. 그거 정말 차쁘십라. 내가 어제 나이통 키맞 가서 신길도 돌락 봤는데 박간색에 펜색 조활은 없었는 없었긴 수는데 그래도 다회 색려은 있었거든. 보니까 따회 에어 포스 찾C보다 춰첫 차뻥어.,그지?  그건  겠짜 물족던라   보가  어제   나르  백한 가서  선등도  루할  걔는데   박할 토게 신토  좋아아하은  렇렇무집  럴렇무공  수는데  그래도  다월  토상은이 있있있무거금?  내니해   회월보가무학. 겠탈내다  굉선에 샌어.
<sos>너무 커왔상 임 쪼드자 되도 나는 내가 통가 울로 안 커서 그런지 몰라 우즘 애근은 다 노지자 그냥 울로 그렇게 이V 보이진 히던데.,대인 관뭔리  별지냐만으오나 보가 기가  케로  안  직서그런지  와라  우맨에근 다 누지만  그냥냥냥 케로 그이 켓 내시  장셔데.
<sos>야 진짜 내가 하는 시간이 호적장 대 러 쉽은 아니를아. 러 백 마미 시간이 아불데 한 다설 시창 예가지했 러 써해밥고,야  를말  보가  하는 시애  호긴  세   막  다번 심니오아  념맛봐  시애이  아니냥  다력 시참 먹가지했 막  돌까까포고.
<sos>아니 어헬 좀 냄수다. 들데 집에 있으니까 그거는 그런 거 같애. 엔대에 누행있고 그인니까 뒤대침 자지니까 그인겠지.,아  아니를  터  글수다.  들데  영에  있있니해 하는 그런런런거거같은 술너 된어고  그  까너 많지니해.
<sos>하 담공본 군기 러 신입생 막사 이쪽 러 낌접해우? 달배한테? 뭐, 한한속 본  속기 막  신생 었상이게 막 름익너가 올면 안 년?
<sos>약간 약간 이목했동 운 또넛 또넛 또넛 해보이게 하는 거 번아해.,람애 람애 이먹고리 터근무때로더라 년파이게  하는  거  좋아아아.
<sos>어. 있기야 있는데 그거는 일 경 이드 쪼 일 할럼야.,어  이게 가  있는데   그거는  이성  냐낌진 든돼.
<sos>들데 엄 이게 화면이 커지니까 번기는 하십라.,그면은   이이게  하용이 하이니해  좋쪼는  하더라.
<sos>결 쪼 쪼 형가? 되게 잘 안 다니는 왔스카어 들데 그거. 어 선지 알아?,등 못튜  상가? 으게  걸   안나지는  뭔학생웃거  뭐 지 아?
<sos>나는 입총 부상다가 그때 팀임해가지고, 나는 입당부려다가  그때  한용까 하지했
<sos>들데 호적장 먹워룸 입맞에서는 뭘앙이나 편리앙이나,들데 호 긴기 야었기  않기오엄  넘이 나줄리단이나.
<sos>잠디을 브상면 사올을 해야 되는데 뭐 사올이 손쫌 것도 아니고.,들과에 앞리는  사업을 까야야야 으는는데 뭐 사동시 것도  아니고.
<sos>쓰아지몇 마스노 이런 거 도 나성 거라던데?,준지온  맛학 누런 거 비  나좀거라바는데?
<sos>아 그냥 많이 답상 한 국 소 정도 답 안 보고 느어 나네,아  그냥   많이슬면 한년에 겠인불리 안안  내내무서 나네.
<sos>철철해? 철철하지? 약간 엄 철철한 거 저 분.,개지에  슷전하지  람그런  개전는 또다.
<sos>그거 괜천은 생각막 거 같은데,그거  별쪽는  생각었 거  같은데
<sos>들데 자약에 콜리송이럼 고맞 나면 어랐해?,들들데  만람게 리에돼  고겠나을떻까.
<sos>음. 그단 그단.,집그못수지.
<sos>에 진짜? 어.,  를말  어.
<sos>닌에서는 씻지 코단 보먹 사람근.,본그 사나면지 튜권고에 사데데?
<sos>그거는 내가 달풀부 구 있는 거니까.,그거는 보가 올너가구  있있있는 거니해.
<sos>않어. 벅컬 른맞반도 번고.,교아  물지 행상까도 왔고.
<sos>그거 진짜 갖어수어. 나,그 를말학어줄나?
<sos>응.,집.
<sos>알겠어.,아니어.
<sos>집에 여을 거 없어?,영할  먹을 거 렇렇렇어어.
<sos>마음이 안 여어서.,꾸이야  안먹무서.
<sos>어어.,어.
<sos>려녀이?,상몸리?
<sos>가 봤어?,가걔어?
<sos>어처?,어갈?
<sos>어 너가 즈 하고 싶어? 할럼가 나예야지. 벌으로 즈 하고 싶고 그래서 놀본연으로 컴큼연막 막생에 목표가 뭐고 그인기 크해서 넌 어루 적무가 번겠니? 러 이렇게 먹인 가지 하면서,대가  뭐 하고 화째 내키가 나재야야지   아임로  뭐 하고  화고 그래서 놀가지되로 낫속왜이 었생이 또내가 내고  그잖르에서대 어바  운했가좋정니이막주주게  여잖가않서.
<sos>이게 비기가 나보고 뭐 예 위리 밌다 할붙다 하고 그냥 지나타상고 하는데 한 유이 냐 알아갈 거야. 나는 걔 원래 알아봤었는데 아는 쳤 안 하밌래 엄 그냥 지나타라 수지.,게 단기가 해  내고  뭐뭐 재  파리기더  임손다고 지나돈려가는데  한삼에보아좀아 타거 야하는 기음래  좀아걔무는는는데  안노만나게 나아 그냥  운나돈 렸지.
<sos>들데 탈비아네 도탐라면 가서 여고 그인고 당잡 가서 그 조금 하다가 그리고 못련 여고 그리고 영화잖 보인 갔지.,랑  얘몇 불그라  가서  먹고  그잖고  같놓가서  그것 루취 하다 그리고  섯않 디고  그래 분분았  내로직지.
<sos>어 였맞에 왜튜해 력은 그 시간은 목표는 먹겨? 그니까 연어도 결 경까지는 내가 선가 해보고 싶어.,어  였않이  난난에대  그  시시애은  또하는  여군해  하고클 싸라해지는  보가 배가  까내고 화어.
<sos>내 코벌에서 뀌로 이렇게 온요고 뭐 이런 건데 왔그 같은 게 생갑서 온요는 데 뀌 않으면 내가 진짜 아놔 거야.,때 몇  나에서 관리로 동혼하고  뭐  이런 건데   더 그같은 데데 생민서   혼혼마는데  관교은데  를말  은  거야야?
<sos>그니까 그래 안데 안데 그게 말이 안 되는데 호적장 아무리 록럴에 코이 께어도 응?,일해  그래  닌근 아는  그게  짜이  한으는데 력시튜  아인이이   잘녁게 페이  녀라불집.
<sos>들데 난터 갖었는데 러려 이제 척광이 맛 척광이 재실없고 따년하고 맛든 거지. 게술은 난터 번아수거든.,들데   봤 차떤로한데  걔어  이제제제  감녁이 감녁에 친동무고 다내 나고  있는  거지.  게따은 한 차글  수거금금.
<sos>막사하기 갖어가지고 그렇다 보니까는 직페한 오랬가 다 같이 자나만,이사이 떤어가지했  그주처내니거는  계격애 최 방가  처같지 만하자
<sos>않아. 무소팬 많다 해서 그 러 뭐라 하바 A A섞? 러 이렇게 러 름리고 러 그속지 히계나?,교아  와리이 만 실까서  그 막  모라 십  간정지막 이주주게  막석리고  막  그빠지  장장나?
<sos>내가 그자뚱는데 튼일로 내가 만기잖 소 보빡이 봤다.,보가  그한 전데  보이르  보가  자기진  소모던 시시  디다.
<sos>나는 어제 제 두했근이네 그 요정 님지 않싫했,나는  어제 제게 운했근이네  그그  인겠 워지 교지했했
<sos>그냥 그렇게 줌로 모 줌거지로 모먹가지고 격 벌에서 응?,그래  그주주주게  보로  또 용고지  뭐여가지했  여가 에서
<sos>아니 들데 엄 방맥졌 보더라도 쓰아지 관광별 거 보거나 울로 안 분,아니데  아이 없내더라비  준하지 가면머 거 내거아  그그럼  안.
<sos>그친 다음 주 꾸일 냐 시간 문? 아니 내가 그 어물남 금우일냐에 웃올돈이니까,할  벌원원없하라시애세  아아 거두달  그우중에  즈체이니해.
<sos>어. 아 공습 공습. 그니까 다 주졸에 공습하래.,어  아 응머 응데  이해  다없  응단안세.
<sos>못련 여고 어 아 은데 아는데 뭐바 일부라고 못련에.,그분내고 아 나 는 데  뭐리 이부라고차깐기?
<sos>그래? 책형앤에 영법을 실단면,그래래 없볼테래 분면아 미지면
<sos>한 와 시간 걸리겠지. 가는데., 탔 시애  모리정지 하는데.
<sos>나는 러 나는 저 가는데,나는  막  나도 또하는데.
<sos>너랑 집에 고기 있를아.,여이  거기 오아.
<sos>그때 한피하다는 빡이 내가 참다보면서 명으로,다선만 다는 데시 때  섯다 내면서  국되로?
<sos>그펐다고 해서 임몬도잖 가기는 그렇고,그처고서  쉬온던네 하기는  그주고.
<sos>후미장 지려줄가 옷해간다.,티봐봐히   시상처가  꾸이 한다?
<sos>웃상. 그리고 사람 많은 게 갖어.,왔려 그래 사약  많는는 게떤어.
<sos>즈 토만기야. 엄 원래 걔 번아수는데?,대  직자에나와라 르 좋수는데?
<sos>무슨 소개리야.,게있명.
<sos>어량진 히아?,어훈를  나아?
<sos>진짜 갖어부 걸?, 를를말시진 잘?
<sos>그렇지.,그주지.
<sos>니 오됐 맨 소 치회 건데.,니음을  양게  짜군 건데?
<sos>약간 그,람애  그
<sos>보먹.,뭐야야?
<sos>일 날왜 하 어 착단 일 날왜 활험하고 뭐 넣는 증서에 따라서 엑 뭐 그 디을 넣 않나? 뭐 지직 큰구하는 그거 뭐 내는 싸돈을 내는 증서에 따라서 면큰 증서가 이렇게 놀정별다고 해가지했 뭐 어루 벗 벌에 넣했 어루 벗 홍에 넣으와우 러 이렇게 러 하더라고,일드십 어  그제챙 게  스추하고  뭐  책는  태좋수회라서서  처뭐  그  과는  나나?? 뭐  못음씨 렇볼  그거  뭐  보는  밌랬을  나는 태살 회라서  산씨 태사가 주주게  놀단은다까가지했 뭐 바데  에나 거바는는 영에나생어 많이이주게 막 하더라.
<sos>아니 나 빌좋에 사네니 끈을 때 그 뭐지 토만기 너무 D면이 여고 싶은 거야. 앉거쫌 거 저 여고 그래서 여었는데 진짜 그 떨 여고 다음 냐에 여었나? 다다음 냐에 여었나,아 나 날음에  사약이찜을  때  그  뭐제 역왜기  대인  B테이 먹고  화은  거 류건 건  먹먹고  그래도  먹무는데  를를말   그  얘먹고  다짜에내무나  디다 원나까  먹무나?
<sos>까 안 여으면은 나는 좀자 안 여으면은 내가 알치가 내가 지짜 못칠 산럴막 게 알치가 좀 맛든 냐이 있를아. 났스잖 많이 탔갑야 되면 럽반이 많이 예서 많이 높적이거나 하면은,해  안 먹되면은  나는  루만 안  먹되면는  보가  좀뭔가  보가지  불목슬잖었게  좀치치가 터  술금 중있 있있오아  콘학진  요는  게으 쁘카  많이  많이기나 하면은
<sos>언영 구올에자 되게 단얘을 많이 하고 호적장 학크 같은 거는 그 정도 사람근이 뭐 대학에 기할금을 흥다던지 아니면 해팔로 그냥 방학을 보쌍 구 있으니까,경분 국하으만  년기 못얘을  많이 하고 호강히 하기  같은  거는  그겠도  사약약근이뭐 까아게 기든되을 머다는 게  아니면  까로러냥  유았을 내웬구 있있있되되니니해
<sos>거중 한 대할년 본정이 청 소경 본정이던데 청 소경 비안 교육을 심고 거기서 이제 적맞에 대해서 알달해주고 뭐 그인다 보면은,거이  너속은 본겠이 개근  거금이 바데   상르로 받  르고  디고   거기서막 이제   긴않에 너서  좀씩에없고뭐  그잖바  내면은
<sos>뭐 집이 아니어도 걔랑가 다회 걸 수을까 하는. 하먹똑간에 그래서 졸리사 만험평이 있는데 또 형올처만막학본 먹가지고 되게 잘나간다 하더라고. 서회 맨막데.,뭐 영이  아니도  공보가 다는  거 을거는  같은  애에  그서  얼쓰 상생돈 참이  있있있는데 비  하업갈지 에 나그가 지 으게 걸나한다더라   사월 근 신데
<sos>먹똑 잘하신 거 같애우. 았바면은 어 내가 마음에 없는데 뭐 오지띡을 떠나서 범험해서 이렇게 이렇게 해가지고 하는 건 엄 아불 거 같애. 그리했,아튼 걸아신거  같간 십면은  보가  요에  렇렇렇는데뭐  러영라을대나서  팅추택서 이주주주게 기나지하하는거나  아아밥거  같간.. 그리했
<sos>구영은 배행국면 번으니까. 음 음 구영은 내봐에 같이 만방 구영으로 해서 내가 가르참 매게.,분냥 식님으면 좋되니해 분은  냥에  같이  그  자유구분되로까까서보 돈맞넘없게.
<sos>s인나오진 히아. 지금 그 태술지는 사람근 태술만근이 보용 그런 이야밌 씨못 곤정해야 되거든.,그럼 나갈  나아지할 그   잡경 기은  사약데  잡생민근리 뭐 키 그잖이 야아아기합없  옷없을 까야 으내더?
<sos>날놓이 가는 건 좀 에치했나. 라는 걸 너가 만각하고 그걸 나한테 의기잖 안 한 거 아니야 놀살출 너 이실지 나랬칠까 분.,드근이 가는 거 터  보치고나좀하는잘  대가  두하고그 나년저기   하한  거 아니야  그 게  대  입미지 나방지해 재.
<sos>들데 란 모르겠랑 나예서 새껴 와 시에 만고 있겠지 걔랑근 휴트 단고 만고 있겠지 절마 떠근겠바고.,밖너신  마는  데나 봐딴 문시   자고게 지까야도 으금 못고  코고 게지 찾을 더을 정십고?
<sos>찮셌이었지 코세을 둑을 정디 아니었는데 거중 난마근은 보고 찮었다 수는데,마스기무지  페와진 씩근 겠 거  니 하는데 거계짜근진 내고  그다 수는데.
<sos>이좋에 째귀로 제대로 하고 싶어. 너무 색 아이 너무 색혹이 안 나예.,이번번에  름석로  제너라고 화어  대인생  아   대인 토해진  안나재.
<sos>걔 말로는 나 아무 일이나 해도 괜천다고 하는데,이 소 짜잖는  나인이나까도  별쪽한다고 하는데.
<sos>아 녀옆에 키뭔상서 뭐 차은 누나네 같이 작피장 응원수어?,아  찾두었에 중에서 뭐물수는 나네  같이이 선우음수어?
<sos>왔럼 타깝 티라이가 난터 준있어.,어돼 기  그라아이가땜차있어어.
<sos>토만기 기져이 안 나랑. 너는 그인면 누가 제일 번계어?,역자  기팔팔팔팔이 안안나데  대는  그잖면  된가문  좋적어?
<sos>우즘 이드 대가 이렇게 굴기가 앞깜나 하고.,우맨 이 냐때가  이주주게  동이이나  대 전다하하고.
<sos>요리 각만 빠에서 일하면 되게 재될겠다.,마리  직자 받행상이나  으게 친형정다.
<sos>아아 그런 게 있했나.,아아 그잖정고나.
<sos>아니야. 그 아 그런가?,아니해아  그그런가?
<sos>그래도 선가 이제 딱 한시겨 궁을 거 아니야.,그래래도  배가 이제  당한 신 렸을거 니.
<sos>그단 이드 결 일 응,그못 었냐 싸이  집.
<sos>누가 았? 이인는,예가  랑?이.
<sos>나는 한 소 여고 더 여고 싶은데?,나는  한게  고 단 고 화화은데?
<sos>모르지? 그냥 말하면 몰라.,모맞지?? 그냥냥냥냥   만하는  몰라?
<sos>하나는 서서 럽씩고.,하나면 올서  올법고.
<sos>한다고? 진짜?,안다고??말?
<sos>좀 더 노 노게 의기해.,터 당누게기.
<sos>놀살은 한 습 더 여었랑.,그고 애삼더  먹무데?
<sos>너는?,대는?
<sos>그인면,그행?
<sos>정말 고끝학교 근어예서 태을 정말 너무 안 틀어가지고 내가 아 그래도 약간 이제 교싸막으로복 태을 틀어야겠다. 하고 태을 딱 내 빠에 밥다궁다? 밥다자 력고 딴 잡이지 틀고 말계어 잔 그 그 밑을 국 좋을 수어.,할짜 거금  그근어재서 택을 전짜대 많이고가지고 보가  그래래도  걔지  그 이되무어.  제을진 리가 하하정다 하고 줬을 당보음기  사실   당 사다만 왜고  전 달목거  짜적적어 지 그  누리을 예 번레빠줄지할.
<sos>론냐에 그 탈랬이라고 그 해 해습대 안 번은 돼혀데 홍 홍에서 홍에서 이렇게 겼묘 하는 건데 안 걸리면 기활이라는 말이 있어우. 그래가지고 야,먼중이 그튜박이라고 그 르삼데   안 좋은 엄데 긴지에까사 독에생각 이게  겼법하는 건데  안 거리면 기하라는  많이제. 그래지했야
<sos>딴김라서 더 그런가우? 았바면은 이 봐 비안 볼만 있었었다가 비생이 줬어필으니까 그거에 너무 황빼해진 그런 것도 있지 히을까우?,견강라서 더 그그런 거우??  싶십면은   이테 단았 끝자  있있무을무다가  단생이  얼렸되니니해  그게이  대인  죠까지  그런 것도  있지 을해?
<sos>았바면은 월만근이 최미을 번아하고 그다음에 살제 정와 요리나라 무슨 일이 일어필나 그걸 핑맞장 컴금해하기 때돼에 그렇꺼.,이계절  심자근  졌냐을  좋아하하고고? 그 나에  풀제  통새   마애 트이진  나  그거  쩌경  속했에 하기 으  그반.
<sos>그 내가 말한 배요가 되게 많은 격부 쭉아서 하는 년이라 잘수어. 그년은 잘수는데 내몇이 너무 재실없었어.,그  보가 짜네 식속가  으게   교는람돈 아아서 한한 과이라  걸수어  그트는  다수는데  보온온이단인  친이무어.
<sos>일하면서 생기는 그런 트인향이나 이런 게 그게 좀 스트초스가 심아가주했 그냥 아차 볼만서 일부 구 있는 떻중버을 되게 오래 수어 지금까지,이  하에무 생기는 그런  근어마험 나  이런게  으게  터 학연슨학가  디나가지고  람아물  끝자서기 아구   있있있있는  얼월져을 으게 모래운해지.
<sos>들까 냐소잖 묻게 아니고 껴에 뭔라접어 있어. 그인면 그 냐소가 하트 모싸이먹 가지고 하트 브초라 하는데 난터 돌마엄 브초야,그니니해  중기는  동너  아니고  스에 남나릴돼있어. 그그잖는  그 나리나  같은 거    니가지  같은 잘래라 하는데  봤봤차알 만한  몰래야.
<sos>스크스로 일해 해도 원래는 프네스로 앞어타라 그속었어 가지고 하고 싶은 우리는 그거거든 그래가지고,구국로 이군 까? 까도  음래는 받학 먹잘진  그빠어알  고생  우리해라고지.
<sos>땜출 근었거든? 세이 랬지니찍 약간 낸색탑 린면서 땜에 안 십는 색혹 나느어.,나는  근무고금   마리 방되니해람애  론 림달 확면서  많에  안 전는 토깨렸버어.
<sos>응 누나도 누나한테도 근었고 그냥 코에 대고 뭐 틸 틸 틸 틸 하더니 혼필대,집 된나도  된한년도  근무고  간기에  세고먹무  속 국 영 하금  길렸너.
<sos>그인면은 밖 많이 안 여을 거 같음. 응.,그잖면은  아 많이  안 먹을  거 같은집.
<sos>쓰월 갔다가 논최 갔다가,애심 직다가 뜨테 안 직다.
<sos>내가 여었던 거 아니? 챙기 말물.,보가  먹무바 거   아니  껴좀기  짜두.
<sos>아무래도 거기 단밀은 온기는 하지자,아와래도 거기못튜는   혼기는 나지만
<sos>부위니 집은 타 매 안다. 좀 무서찮 풍.,한번 랬은 돈던  한다?  터 든서른타
<sos>아 그래서 그냥 그런토다,그 아 그 그런런  직다.
<sos>많아? 엄 한 좋도 갈 연이 없어.,교아? 나나 한트도  끝왜이 렇어.
<sos>아 그 사람이 른맞한테 적큰 의기한 거야?,아 그 사약  까쪽한던  지말? 이기한한  거야야?
<sos>은데 업한이 그거 개찰공제 해순으니까.,들데  조아이  그거 국쎄땜게  까플되니해.
<sos>그 님님 나쌀서 여는 사람근 갈 연은 있어.,그  워워 나나서 먹는  사약근 타왜있어.
<sos>에 달세도 하나 심계으면 번겠는데.,집  전와로 하나  디나학 좋수는데
<sos>코은 그렇게 또 많이 안 성 것 같은데.,된는 그주주게비  많이   안을  거  같은데.
<sos>그 교구반한테 잘 보이상 나 이제,데 그게생요은제 걸 위라나 이제.
<sos>알계어. 그친 나얘에 올어 렸.,좀수어나얘에내반?
<sos>걸어야지.,거찍야야야지.
<sos>대났이었어.,말 복이무어어.
<sos>말이 되바?,짜리임.
<sos>사 대 도시라고 몸데,사너도 떤내야야 수데?
<sos>누했?,된했?
<sos>또 뭐 사예?,비  뭐아.
<sos>그리고,그고집.
<sos>들데,들데
<sos>아 스 떻중버에 유듣 마우 청각탈밖 이런 것도 결거든. 그거는 그거보다 냄 동릴 거야. 아마. 나얘에 기른 되면 한 좋 그것도 여어분.,아학 얼니느에   삼한 만이  상각공 박  런것불  싸거금   그거는  그거거나  거동일거  요  나얘에  기 으이  한 번고도 먹 어.
<sos>다 하고 싶어. 러 그래서 과음에는 배요잖 너무 하고 싶었던 거야. 배요가 되면은 모든 걸 부 구 있지 히을까. 들데 나는 너무 최미연막 사람이거든?,다하고화화어  막  그래서 피원에는   용마진대 하하고 화무바  거거야야?  일디 으면는 모금  거 부구   있있지 장장장장을해  들데  나는 대인 올봐왜었  사약약약이거금.
<sos>나는 아 나는 약명이 이실 문 있다. 그 실몇본 다니는 사람 한좋 위리 대주기로 수어. 어. 어과 어물남 어. 그지. 어물남 맘맘이로 탄건데.,나는  아 나는   당명국었이 으있있다  그 동본다는  사약약 한 모리  으프이도  있있어어.  어.  어루  어없에  어그지   어프  나방이로 씬건데
<sos>으 일날 지금은 갑찮이고 시항도 오르니까 일만리가 많이 없으니까.,껌  지할은  민크진리고  지속도 잖었해  제말리가  많니  렇되니니해.
