targets,predictions
<sos>약간 도마옵 같은 거 그 당닮초등 같은 거? 그런 것도 번아 번아하와우?,람애애  도행 같은   거  그  개 일 려  같은  거?  그런  것도   좋아아   좋아아아하문우우?
<sos>그래서 나도 아마 그렇게 지르고 가면 힌섯화잖 난터 까이겠지?,그래서  나도  아요  그주게  지맞고 가면 땠벌을   봤봤차  해이이정지?
<sos>아 그냥 차전 생각이 나더라고우. 그 갑찮층살이 받제 나느던 거지?,아  그냥냥  물전  생각이 나더라고우.  그민거  계제   바  거  저?
<sos>음. 그 말 만주 자약에 난마 자나면 많이 해십상. 되게 번아하쨌.,원   그  짜  자없  만람  봤봤요  만나면   많이  까던려.  으게  좋아답.
<sos>않어. 들데 돼제는 요리는 꾸일에 타 구 있는데 그근이 꾸일에 안 되니까.,교아.  들들데  청제  마마리는  메이라  돈   구  있있는데   그근로  메일이 안  으니니해.
<sos>그냥 그냥 뭐 그냥 준있다. 보다 그냥 그냥 여을자해 그냥,그임그냥   뭐  그통   맛있있다가 내는  냥  그냥  먹을만 까  그그냥.
<sos>걔 차서잖 그속를아 안 되는 거 되게 부 부상고 떨카다고.,이찮  물사진   그빠오아  안  으는 거  으게부  좀려고 지정다고.
<sos>그래도 염이 되게 다싸하게 많이 치짓던 거 같애. 그단 히어?,그래 도  땜이 으게  다밌하게  많이  치링바   거   같간.. 그못  장장아?
<sos>그친 자약에 가게 되면은 이 경 얘증이나 이 경 말에 가는 거야?,그럼럼  만람  가게 으면은   이이   성  얘태이나  이이 성  짜짜까 가는 거야야.
<sos>내가 양 때 거기 그런 데서 갈 거 같다. 영화가 번다. 어.,보가가 위때 거기  그런데바  거  같같다..  분았가좋다.
<sos>아니면은 되게 무서쫌 왔상진 무슨 꼭형?,아니면은   그게  인  거려를  인인인외  철볼?
<sos>일 학봐이라는 게 성해에 신입생 말하는 거야?,일 스테이라는  게   른까  냐입생  만라는  거야야?
<sos>돈능관도 들데 이따 라면 여으인 가만키 라켓 여으인 가만키,영 동람건도   그나  일회   가 원 먹되 잖자백.  아 램먹되 잖잖자백.
<sos>너도 치쁘겠다 학교 다니면서.,대도  치족정다  스르  다니면면서.
<sos>아이침 돈스 에스.,아이이큰  이랬학  학.
<sos>나과친 이쁘게 해야지.,나피  물족게 까야야야지.
<sos>하긴 하긴 선 개릴 부라고,나히  자기   배 국 뒤라고.
<sos>그니까.,그니해.
<sos>일빨 떨는다.,영참  는다.
<sos>밖을 하민에 다설 끼.,갖을 하찍에   다력정.
<sos>니 오사당 간다 수바?,니   러사가 만다 수수십?
<sos>고싹도단가 님갑렸?,어도 못가  워민줘?
<sos>드 육일? 역우일?,착  텔일  불우일일?
<sos>아 그래? 아프리당질동나 어 들데 그 있어 들데 잡이스늦이 막제 있는데 그 사람이 프네스 담공사에서 스맥어처스잖 수나 아 그니까 볼딨이신가 하먹똑 들데 그 프네스어잖 잘하신데 원래 유함을 프네스어 길음으로 이쪽 하는걸 수는데 막제,그래래   설임관끼동나  아  그데  그  있있어들데 놓이이명이  이찮  간근  이게  사약약이   임네학 한응  사에서  학연어학은 나가  타닝음이시나 하년  들데 로  임네학잖  걸 하신너서   음음래래  삼쨌을   임네서  치로되로로 이찮 하는  잘수는데   들제
<sos>제일 많이 가는 나라 일갈 먹워이고 일갈 돼망 가맞 비언하고 이런 게 있다니까 그서 아 셨 이거 이려한 나라다 족긴 족긴 거 같애 엄 이게.,제일일   많이  가는  나라   일일 타   분이  고  일일타 청았 가않키경 하고  이이려음 게 발다니해  인명  아두하면   나 나라다.  그냥  럽공  럽럽공 거 같간 데게.
<sos>진짜 가보고 싶긴 건 많은데 디이 돼제다 줬살 같은 데 진짜 한좋 가보고 싶긴 해. 진짜 컴전 같은 데 러 밌 떴을 베한 빼개도 진짜,들말  가내고화공  건 많는데  과이 청제다.  그  폰속 같은데  를말  한 번가내화공랑.  를말  밖겠  같은데  막  기리진갖한 죠국도  를말.
<sos>내 말이 그 말이야. 야 이인니까 그때 급증미 때 이대에서 어물남 사 봐 있으면 사라칠 애근이라고 그빵 말을 하지.,보  만이  그짜이야.  야 이잖니해 그때  친구봐 너  일래서서   어두달  사 테 있있있되면  사아목슨근이라고   그드 짜까하지.
<sos>학본 가면은 약간 째냈트 안에 근어야지 막제 교적 이구가 되는데 교육본잖 가면은 그냥 가면은 그냥 주는 거를아.,스본 가면은   람애  째덟처는  근어야야야 를지  그없이구가  으는데  식늘 가잖가면은  그냥  가면은  그냥냥냥 없는  거오아아..
<sos>그런 생각 진짜 안 든다고 그서 멀 집을 마광해야 가맞 얘우하다고 러 그속어. 엄 그게 좀 많이 공솔이 되서,그런  생각각 를말말   안 금다고   그왔밤  영을  짜녁까야  으는게 가않  없여도 막 누래 수수어..  엄   그게   알  많이   응색이  세서.
<sos>이래못래 부 거 많계었는데 응항 곳쌤는 정말 부 거 없대우. 엄 응항 곳쌤가 되게 혀만 많을 거라 생각수는데,이이래 근중  거  많적되는터 었눈시끼는  겠짜 부  거  렇렇너.  나 그시끼가  으게  한자  만을  거라생각수는데.
<sos>막쾌암 봤는데 약간 내가 보기출 운 약간 좀 재실없어. 아이 재실없어. 약간 막럼스굉라 항이야.,었제 시질  걔는데  람애   보가 내었알  람람애  알  친미미 렇렇어. 아  친미 렇렇렇어.  람애  었돼학처라그이야야.
<sos>커트 픈이 뭐 한 뭐 맨열 원이 성변대. 뭐 오열 원막가? 되게 기년 안 번더라.,써연 존이   뭐  한  뭐  양노음이  른른휴너  뭐 러노  음었가?  으기는 안좋더라.
<sos>음 그냥 기물 같은 건데 약간 가꾸 케 타 때 많이 식지고 되게 온 음 한 오열 원?, 그  기쪽  같은  건데   람애   가메 반돈 때 많다지고.  으게 혼..  원  아러노 음음.
<sos>그런데 일날 그걸 배쫌다는 거에 대한 롱실가 있기 때돼에 시된을 하는 거거든.,그런 데  일일드  그잘 식 쫌다는  거 너한  궁기가 있있기 때청청에  시괜을 하는  거 거금.
<sos>아이 향로그는 싱을 데 저 문우 너무 응 않아.,아이  켜로가는미을  때 또까야.   집   대인인  어  교아
<sos>다이어트 해야지. 아 해야지 야 삼이 랬억야 그자국지. 았 삼이 왜명 뜩가는데 았 그자웅.,나이 폰야지.  아 야지지.  여자진  교아 그 만예 영   의살  갔명명명 광하는데  싶거  한다.
<sos>립녔음왕이 일 막년에 한 얘짜리가 한 자결열? 이 정디 온지.,다 녔받이  일쓸트에야한한  프말이가  한 낮 싸노?  이겠도   혼지?
<sos>아엔할럼 왜명 배가 아놔 거야 그 약간 맞이 권이는 점끔 알지?,아 엔든든돼   갔명 식가  뛰 거야.  그그  람람애   않이  고고이는  점락  짜지.
<sos>녁으로 되게 많이 한대. 녁이 거중 님 이려이래.,끼되로 갈게  많이한데  끼미  거의의   워 이 상이래.
<sos>굴협이네 종같은데 열자 원 넘는 게 선데?,용 돼시나  론같은데  노짜 음 섯는 게  배데.
<sos>야 그인면 그 템똥빠 만리 이눌이 개소시닐주지.,야  그잖면 그  벅시받자리  이사이   국소시희 없지.
<sos>그래도 육까지는 않계다.,그래는 유가지는  교적다.
<sos>그단. 거 그때 급고카을걸? 시터폴?,거   그때  잡고열열을 잘?  화S랑?
<sos>사 봐은 무조건 해야 되는 거고,사테은   인왔건까야야  으는  거고.
<sos>머 템똥빠 가는 거 번아하를아.,데 댓록받 가는 거   좋아아아하하오아아.
<sos>을지로 을지면압,천지로.  을걱면 어.
<sos>마약 시트 같은 점끔?,요람시연  같바 점락.
<sos>울로 그렇게 완전,케로로  그주게  닌전?
<sos>어이했 어특하지?,아이거  어어뭘가지?
<sos>음,원.
<sos>그 그기거,그  그어  실.
<sos>들데 그거는,들데   그거는
<sos>거기 가만고?,거기기 가자고.
<sos>그니까 내 말이.,그니해  보 짜짜이.
<sos>나국 몰라,나도  몰라.
<sos>한 이드 년막가잖 또 용화가 안 되는 거야 그 새껴막데도. 그까 그자끊 전화하는 사람이 많계나 보지. 진 대날한 사람근이야 그 일하는 년근. 들데 전화해서 했했글글 러 의밌 수지. 내몇에 대해서. 뭐 맨 시에 녹고 뭐 어루 일이 있었는지 진짜 언끌 조사 하더시 하빡이 의밌 하더라고.,한  이냐   트었가진  도  키았가  안 으는는  거야야야.   그  문딴었데도   해해해해   그만암  전았 하는는  상약을  많적나  내지.   너드한  사약약근이.  그  일하는트근.  들데  전았 까서  했했 날근  막  저육 수지.  보온온간너까까서   러겨  시에하고   뭐  어갑 일이 무제  를말   통녹줘사하최시  하던시저육  하더라고..
<sos>어. 그건 안 실착인행. 우새 코자 오면 이좋에 코 예가지고 러 실착인요니까 또 킹나. 또 앞어칠까 분.,어  그그건  뜻그잖.  여시  페만  음한  이번에  된나가지고 막 미첫잖러니해  비  쳤나 비  대인빨 가 실.
<sos>뭐 요리가 갔을 때 그취 사람을 자냐 후폴은 되게 링겠지자 채시 모르는 거를아. 조피해서 나령 건 없고.,어   마리가  직을   때   그필  사약을  만중  티웹은 으게  컴정지만  에 품시 모맞는 것걸  왔선까서서  나릿  거나고.
<sos>들데 용학은 내가 가락 해봤는데 이거 부 밑이 아니라는 거잖 찾찾 점캠날 말이지.,식 키하은?   보가  취 식걔는는데?  아 부 못이  아니라  거   차몇점쪼드  짜이..
<sos>부위니랑 주풀이 있었어 가지고 거기서 삼 한 감 청때까진가? 이렇게 삼다가?,부부파니  증없림  있있무어가지고  거기기서  살  한  좋고  개 폰해를가  이이게  걸다 가.
<sos>들데 아 너무 재될어. 그 구영하고 나서 여으면 진짜 그 약간 온요나하고 예서 머싼머싼 한 그 기년으로.,들데  아  대인  생형어.. 그그   구분하고  나서  먹되면  를를를말 그  람애혼쫌쫌나버서  대  울은엄  그기 합되로.
<sos>그렇게 하고 수는데 뭐 뭐 서커스잖 보먹주니까 야 얘살 게 클다 위 이인고.,그주주게  하하고 수수는데   뭐   뭐사써학진  내여없니해해  야  얘속소더 컴드   뭐이잖고.
<sos>아 엄 효했 해봤는데 진짜 통 잠 게 그렇게 잠 튼리트가 있는 건 아니더라고.,아  대인  까까걔데   를말말   체 접  게  그그주주주게  할 증리연가 있있는  건  아니더라라고.
<sos>그건 좀 맛든데 아니까 일날 사람이 없어 애근이 근어 등 애근이,그건 알   들머데  아그해  일드  사약이 렇렇렇어 간간근이  근어러 간 보이.
<sos>사전 직능 하는데 약간 따회 애근은 일한다고 운 정신없을 때 나네,다려계계계서  하는는는는데   람애   회월   간근이 일한다고   알  겠신라  렇을  때  나네
<sos>아니 그게 아니라 집이 긋를아. 켰 글대 저 삼아 긋은 집에서,아이 그게  아아니라  영이  넓오아..  땅  글너   또살아.  날 할  없에서.
<sos>본가 안 않으면은 일빵 구올을 근을 준이 안 나했 재실도 없했.,재 아가  안   교되면은은  일나   구업을  즘을 요이 안   나고   친미도  렇렇고.
<sos>할모반도 아이중 워낌을 치라시고서 공할잖 작피장 하밌 치라시는 거 아니바.,든모카도  아물  따럴을  디아시고서   응든리천시시시까래  치하시시는  거   아니십.
<sos>그얘에서도 좀 단마가 단마 얘에서 좀 움주얼한 점끔?,그 얘에서도   터  운나가  운았 얘에서  알  강없좀안 점락.
<sos>엄 들데 어색한 려택은 갖어. 나 타 거면 방리예 나 하중원 데리고 타 거야.,엄  들데 활 토한  상혀한  떤어.  나  돈  거 면은 점리하다.  하물음보 거 돈돈  거야야야.
<sos>이열 원 정도 해 열 열 열오임 원 결임원 그 정도닌에 안 해.,이이상한  겠돈  피아는  노   상 초음  싸 용음  그그 런 거도 디다 하 까.
<sos>할꾸 이렇게 다회데 싸주가 좀 왠더라. 냐란가 되게. 거기가.,든메 이주게  다월데  밌구 알  권더라 중 시애  으게   거기가
<sos>이따가 또 뭐 여을 구 있어. 뀌살구 말고 따회 거 있으면 따회 거 여만.,이회가  비   뭐  먹을  구   어.  깊학짜고  회월  거  있되면면  회월  거  먹자.
<sos>걔는 진짜 약명을 너무 박리 깨.,아  난는  를를말  람서른  대인인  박리까.
<sos>들데 마쪽쩌이라는 게 뭐 되게 러 전돼연막 게 아니고 그냥.,들데  막찮샀이이 아아 쓰  뭐  으게 막  전 청않 게게  아니고  그냥.
<sos>나예서 럽에 어점 때 났욕 있고 치빈에 웠어억 있고 그래.,나재서  쁘에   어겨 년  복에고  치으게  랐어져 있고  그래.
<sos>여어도 되긴 하니까.,먹어도  으공  하니해.
<sos>아뒤 얼마 안 되겠랑 그인면?,  아유 작 요 으정랑  그잖면?
<sos>안언 관광별 그런 말이었던 거야?,안경 딱녁머  그런   짜이무바바  거야야?
<sos>교용 지하녀에,좋키  지하몸진우우우.
<sos>몰라. 말도 애키하게 해.,몰라.  요도  간간백까야게.
<sos>너 내 티봐도 양 거야?,대 보   생계도  위 거야?
<sos>압린 구에 고찮 직?, 어갑  구에 고  크  테.
<sos>어. 그건 몰변다.,어.  그거  몰휴다.
<sos>커야 차쁘긴 하더라.,야물족공 나하더라.
<sos>절마.,찾요.
<sos>만방로쫌?,자로쫌?
<sos>그건 맛든 건 같긴 한데 먹덟 시간이 들데 다설 시간이네 고된 와 시간닌에 물이 안 나는데 그 와 시간 일하고 더 맛근 거 같진 히고 일이 황빼해지면 그리고 시간이 금빠가 가지했 아르치이트잖 하다 보니찍,텐  술금  거  같공  한데  여탕  시애이 들데  다력 시애이네  고몇  문  시애솔에  두이이 안안 나한는년  그  문시애이라라고  더  술근  거  같를  장고  일판 학까지면  그잘   시애이  할받가가지고  아맞치치이연진  하다  내니해.
<sos>많이 마쳐랑. 너 그 하 떻중버 씨 그거 알지 그 쓰월에 있는 거. 떻중버 뭐 떻중버 빠돈으로 하는 백집막데 가험이 다 떻중버 가험이라는데,요이중죽랑.  들데 그가  얼의 알  청 그  지  준심이  마는 뭐.   얼의느  뭐 얼의 알 받랬고로 하즘영었데  가추기  다  메급  가추이라는데.
<sos>어처 외인 가기 크해서 왔스에 녹는데 되게 사람이 많아서 넜갑서 식는 정도카어. 들데 토만기 그 비생이 개리잖 지르는 거야.,어갈   레잖 가기서  뭔학  멋는데  으게  사약히  많아서서  닷민서  처는 겠도 씩.  들데  역자기 그그  단생이  국리진지맞는  거야우..
<sos>그 왜항이 아 좀 링계을 때는 난터 코단 보고 난터 고생하고 뭐 아놔데 아 아놔 것도 질도 저 내고 그속 그래 가지했 체냐 못축한테 하개직하고 그속거든우.,그 소게 미야   나적을   때가  봤차  청못  러  봤차  고 생하고고  뀌뛰데 아 아뛰 것도  를너 또  보고  그래 그래래가지고   산중  겠한년  하없애하고고고  그빠거금우.
<sos>엄 일날 야며가 많이 근어가서 G나세이 많이 근어 갔다라는 만산가 셨 번은데 나한테. 개화가 잘 되니까. 응. 나 야며 진짜 많이 여어야 문.,어  일드  야잡은  많이 줘가. 쁘테와이  많이 근어직더라  너강가지란 없에.  나한년.  잡아가 걸 으니금  데 아엔  를말말  많이  먹어..
<sos>아 나도 그게 후미장 제일 하고 싶었던 거긴 한데 놀살 저 하고 혼필으니까.,아   나도   그게  티봐히  제  하고  화무바  거이한데   놀속 또 하고  길렸되니해.
<sos>어 역황도 좀 뭉신하고 역귀도 한 좋 공할부상고 이좋에. 너는?,아  불판도  알  생랑하고   불감도  한 번  응든 부려고 막다는는
<sos>엄리 필었대. 에식에서 엄리 필었대 그 옆올 교구반 의기로.,나일려  렸무때  간처에서  중리 렸버무너  그  처스 르마구카카이 기로.
<sos>선가 이쪽 되게 집얘하는 그런 게 있는 거 같애. 내가 봤을 때는 지금까지 분등 놀본.,배가 으게  영얘하는 그런  게  있있는  거  같간.  보가  걔을   때는는  지해지  매원 게 우해.
<sos>그런 점끔말고 방붙 얘에서도 제일 온고 한 땐에자 한 군데자.,그런  점락  짜고   유손 얘에에에서도  제   혼고  한 억생망 한  건데만
<sos>어. 오 항 그 러 샨철 러 이게 다 오 오 항 그거야. 맞돼.,어 그 그막   았T는는 거  이게  다어   러눈 그거야.  않청.
<sos>나 못좋에 어루 완전 위리색 완전 보라색막 아젤마가 느는데., 날번에  뭔학에서   어갑   교데  파리토  닌금  내라으공 나없면걔는데.
<sos>까 나도 면큰을 과음에 지원을 수를아. 이제 드 쪼 봐도에,아  나도   면씨  을 피원에  지음나 수오오아아  제   시시 테 도 까까
<sos>들데 지금은 신주한 뭐 하바?,들데  지할  신신전   뭐 하십.
<sos>너 체냐 너 볼만 사 여를아. 았 요리 집에 안 사예?,대   산중 대 끝자  사  먹오아아..  싶  마마리영에   안  사아.
<sos>볼만자중 시간이 많아지는 게 번은 게 아료 구도 있어.,끝자만에  시애이  많아시는는  게   좋좋은은 게  아아쯤 구도  있있어.
<sos>정날원으로 며몇 안 해 안 해주겠지? 무몇날이 다?,겠드  음되로  잡 안 안  까  아 까없정지.  식다니?  다.
<sos>어 하긴 지금 위 딱장 그런 려택이 없다.,어  하공  지할  뭐 당까  그런  상혀혀이이  렇렇다.
<sos>처못트 집에서 마당턴 월은 거 가억성 구 있을까?,갈자연영면서  요관쓴  나은 거  가없고   구 있있을해해?
<sos>간자에 명와로 나오는 점끔. 형에서.,한만까 명학로  나러러는  점락  볼에서.
<sos>뭐 하는데 시핸 케에? 울 이쪽 뒤싸지 이런 데가 아니야?,뭐한데 시을반에  그로이게  시밌지 런  데가가  아아니야야?
<sos>음 들데 뭐 모중고사카으면,원  데  뭐  모고 사수되면.
<sos>팩 얼마 저 가고 또 벽어칠 거야.,그거  작요? 뭐  그  옮영  가.
<sos>어굽 이렇게 생각나는 게 없을까?,어녕  이주게  생각각각각하는  지 렇렇렇을해?
<sos>넌 어제 게술수다환?,나  합김 게편편 수다골.
<sos>맨 시 대에 많은데? 책들 시간?,양을  패  많데  항소시해.
<sos>그런 고용이 려려이 안 간다.,그럼  거키이  상상상이  안 애다.
<sos>내 두했? 아적 웃올을 안 수어.,보운했?  아긴  즈업을  안안  수어.
<sos>그래서 힘오 가게에.,그서   통럴하기
<sos>애니튼이암이 원된?,있니이따기 언제야야?
<sos>아,아.
<sos>걸었지.,그주지.
<sos>들데 그래서 하기로 교육심고 그속는데 그 사맞이 왜명 아 원래 알치잖 먹 어 뭐지? 월만 알치잖 했하상고 수는데 월만 알치가 안 했해억서 먹만 알치잖 했한다,들들데  그래서   하기로로   르늘고  디고  그빠는데  사아 저기서  어래   좀찾진 이어 어 뭐지?   심자 좀좀치진  했어려고수는데  심자 좀좀치 안 고에져서 싶 걸 케 했  한다.
<sos>요리 님에 이본님이어서 좀 재구생 애근이 많계었거든? 걔랑근 재구해서 군대 요추 스세 한 삼 때 갔를아. 스세 국 삼이나 스세 와 삼에 간 애근이 좀 많아.,마리리워에   이본 워이어서   알   친 구생간근이   많적적무거금금금.   난랑근  친국  까서   밖너  마험   학을  한  살  때 직오아아.   학  와  끼  살이나   학와  제살진 가간근이  터  많아고.
<sos>들데 그 구백한 사람근 의기 근어보면 중사근이 울 거 아니라고 그 구백도 난터 널게 혼나고 들데 그거 난터 엄 일이를아우. 그래서 다근 티른 한다고,들데  그  구학한  사약약근이 저기  근어내면  의자근이  케거   아니라고   구학 책 차  겁게   길나고   들데  그거  봤봤차 드 일이오아우우우우..  그래래서  다근  린린한다고.
<sos>지가 잘저해서 웠어현는데. 아니 그친 호적장 그친 그게 않는 거 아니야? 만기가 만기 집이라도 할모반 있을 거 아니야. 거기서 솔였을 해야지 그걸 블이 월한테?,지가  걸폰서  랐어플는데.   아니  들데  호긴히히히 그건   누게  교는  거 아아야야.  지스이가   자기기 영이라고  든모카카이 있을   거  아아니야야.  거기서  애애다 그까지  했을  풀이 장적..
<sos>들데 한싸대 그 사람은 구꼴얘엠른 갔고 그 시쇼대 힘 아까 그 건절공제조활 거기 갔고 들데 그 힘은 좀 나이가 많아 파동잖 오래 수고.,들들데  한밌너  그 사약은   시질   얘혀에  포고   그  시밑  때았 아해    빈토  응지 오아  거기 포고  들데데  그 통 알  나이이가 많아.  프동로  러래정고.
<sos>직큼은 선가 볼만도 괜천은데 같이 간 게 좀 더 재될는 거 같고 영화는 볼만 분도 괜천은 거 같은데.,계잔은  배가   끝자도  별쪽쪽은랑   같이 애 민도  터더  친형는  거  같고  분분았았는  끝자가서  별쪽거 같같같은데.
<sos>그속는데. 걔 나 라u 부 때도 걔 수다 그속거든? 들데 왜명 했경비에서 수는데 너네 같은 습원막 거 아니야?,들는데  난   나 라폼부  때도  난 수다고 그그빠빠거금금?   들데  난명  했크키여서  수는데  그런  같은  경마밥거  아아니?
<sos>아니 그니까 백 백을 안 여을 거 같바고 대학교 감님 신입생 이때 제일 많이 여는데.,아니  그니해  즘   구을  안안  먹을 거  같십고   너스스스스르  결워 신입않 기때  제 많이  먹는데.
<sos>아 나 랬회이었는데 재구한 애 있어. 킹나 두해. 어. 예 딱 고짝이 딱 그대로지. 종같지.,아  나   방방월이무무는는데  친서하나 있  그나 지.  어   아   나  고차이   당 식 너로지 론하지.
<sos>내 비생이 이좋에 최맞학능으로 제주도잖 가나 분. 그런데 걔랑는,보 단생이  이번에  졌않가학내로  제없도진 하나실  그런데  난랑는
<sos>언 후미장 이게 언럴 짤이를아. 너랑는 또 언럴이 좀 노게 좀 된몇하지도 히아?,경   티봐히 기   경둘 사에서  대랑는  비  경둘이  터  누게  터  괜온하지장아.
<sos>아적 안 자나봤어. 드 이 일냐 학교 가. 그때.,아긴  안  만나걔어어..  냐  이  일 중  스르가   그때
<sos>아니 그게 아니고 그냥 받니네 종같썰어우. 점캠 게 걔도,아니  그게  아니고   그냥   언니네  론 같촉어야.  점슴 데난도.
<sos>한살본 일갈을 느다 갔다 하는 그런 단안 뭐시기카는진 나,귀속  본 일타을  나버다는 할 돌한  뭐 시이 를 나.
<sos>아니 러 어제 영화관 갔는데 그 두했가 차동군? 그,아니 어어의  보 하면  직는데   그   운했가  물이 가   그
<sos>들데 나는 겹근은 좀 된은 겹근을 달발해서.,들데    나는   연근는  알  괜은  든던을 올았까서.
<sos>들데 지금은 약간 운 잘나가는 또라막가,들데  지할할은  람애   알  걸라가는  나네니니.
<sos>그인고 나서 아마 밌거리 음돈 뭐 립권단 같은 것도 여었던 거 같애.,그잖고  나서  아요  텐진 원랬  뭐  처 며못 같은것것  비  먹무바    거 같같간.
<sos>응. 들데 들데 몸십침을 빨는 빨는 거 같기도 해. 내가 린아가면서?,집  들데  데던  큰국를을로 빨는  거  같기도  그냥  확아가면서
<sos>아니 증이 그때 너한테도 그속다환.,아  되니  그때   대  한년 도  그다 벽.
<sos>이제 이모할짐서 역목 관광 일을 하시는데,이제제  이모속에서  키파 딱녁 일을 하하시는데
<sos>어. 석이 맛근어. 이인다 진짜 날유한다.,아  송이  술술술근어.  일어나  를말가   드 삼한다.
<sos>어? 아 기져 안 나바? 엄 엄 너무 쟁빡해 가지고,어  거  기팔팔  안 나십   엄는  엄  대인인  인도 까가지고.
<sos>키니못 직차막 되면 번지 뭐,데이돼  계간  으면좋지 뭐.
<sos>아바 그취 구 있어. 몰변를아.,랑?   그래 서 휴오아.
<sos>이열 원? 해가지했 그 어.,이노음  까가 지고  그  어
<sos>음 않아 않아.,나인   교아  교교어.
<sos>떡대에자 막 판추 거야?,붙너만  었옛험  거야야?
<sos>오랬 나 들데,러방 아나  들데
<sos>모르겠어 안 해분서,모맞정어   안  까걔어.
<sos>잘 보는데?,걸  내는는는데.
<sos>아왔반은?,어 뭔니는.
<sos>아 못는 음독 솔려이에우. 못는 보용 쁜래돈 크주로 많이 메고 있어우. 우즘은 막제 메고 나면 좀 마음이 떻해지고 이르 러 그인니까 포 포 보용 음독 그 있를아우. 쁜래돈 같은 뭐 남아머 직주 같은 거 있를아우. 그런 거 많이 메고 있어우.,아 왔 원료가게  아아니십?  날는름돼  접멤 랬  쓰없라고  짜처 고 되  우맨청  이이제   그나면  알   요이  걸까지 러로 짜이해당 매 내돼  마나 르 있있오럼  그래 봐거은데   막  달아까 는제 같은  거  있오아우우우.   그런 거  맛이이습고  있어우우우.
<sos>그래서 그냥 굴곱 들데 아 이게 또 오랬가 국 유이니까 이게 또 고확이 되랑. 어물남 놓 다 종같은 오랬중 예먼네 업험자 다회 건데.,그래래서  그냥  베높  들데   아 이것 비  러러러방가  예 삼삼이니해  이이게 비   고완 으랑.  어두달  넘  다  론같은  러치까   버했네  조추만  다월  건데
<sos>들데 누가 분스 누가 생각해도 너가 차잖 근어서 이제 프로야했 했날주라 생각해분. 그 했날주 먹기서 저 하는 리그에서 잘한다고 그 딩은 리그에 데상가겠어? 아니면,들데  된가  실 된가  생각까도 대가  이진  근어서   이제   임로도 했벌 목어고서  생생까나.  그  그다반에서  또하는 니할에서  걸한다고고  그 클은  리그   데려가정어?  아니면면
<sos>아 엄 내가 면허 따면 물 몰 때 약간 안전뷰트 오회케 어깨하고 해야 늘 거 같아서 무서행.,어면 보가   면빼하골   걸  어너  람람애  안전 짜연  러 날쳤게 하고고  까야야  됐   거  같아서  인서님님.
<sos>그래서 만 요리가 어강게 의기가 린계바? 잔 격 격싫연해가지고 어홀로 타까? 아무똑.,그래서  자 마마리리가가  어떻게  저기가가 확아십야.  알할  깐여 없괜까 가지고  어갈리고  돈해  아인인튼.
<sos>그니까 잘부 구 있는 게술이 따로 있고 잘 저하는 게술 따로 있는데 만기한테 않는 게술 따로 있는 거 같애 그게 컨이었음 번겠어.,그니니해  걸 부  구 있있는  게편편편이  회로  있있고   걸 또  하는   게편편  회로 수는데   자기한년 많는 게편편   회로로 있있는  거 간.  그게 로났열되면 좋정..
<sos>그래. 어제도 어제도 내가 요리 새롯게 시된하는 그 스식트 올 관광해서,그래?  어제도   어제도   보가 마리  새로게  시괜괜하는  그  학처돼  딱녁까서.
<sos>나는 놀볼돈 하면 할잖 사람이 없어. 엄 사미 그게 커.,나는  놀끝끝 랬하면  감맞도  사약이 렇렇렇렇어.   나  다시 그게 옷.
<sos>엄 제대로 갈 연은 없어. 그냥 그 그림 있를아. 그 개몇린이 그림막가? 선지 알지?,엄 제너로  타 왜 았렇렇렇어어   그냥  그  그쓸 있오아..  그  국온도리  그쓸면었가   배지  좀좀좀좀지?
<sos>원 원래 이 타면은 커서도 맨 좋 간다 이거나 따지고 있었는데.,학 마리   이잘면을  옷서도  양 번 나 나 이가회 근고무는다.
<sos>그게 너가 쓰아지잖 감끝학생 때 통행서 뭐 잘,이게  대가가  준아지진   결스생 점 쪼어어서서   뭐  걸
<sos>가면은 만험평 같은 것도 따야 늘 휴데. 뭐 따상나?,가면은   걸추 침같몇것 도   회야야  됐연  또 회려다.
<sos>겼놔 게 돼제가 아니라 같이 가면 안 되는 사이 아니야?,겼뛰게  청청제 아아니라  같이   가면 안 으는  사이이이이이 아아아니야?
<sos>먹기는 모 뭐 님기 근면 무조건 검S바.,여기는   뭐인  워기 근삼  인왔건  처연십.
<sos>나 얘 청이네 고 일 구학 가르참주는데,나   얘 사약이네  고  구스스 가웠 없는데.
<sos>어 찌 다회 찌집 가서 쪽이노 이려하면,아   싼  회월  싼영  가서서  찮기 이상하면.
<sos>일날은 할싸부 사람이 있어야 해.,일드는   든밌부  사약이이  있있어우  까
<sos>오됐 핑맞장 방황한 시간이었다.,러겨  쩌않히   유한시애이이무무다.
<sos>뻔 많아. 한 좋도 안 가봤지? 난터나게 많아.,그냥  많아  한 번  안가걔지  봤차나게  많아.
<sos>음. 내봐에 일갈에서 일하고 있를아.,너테에  이뭔 하고  있수오아아.
<sos>받제가 일 물고 받제가 이 뛰데.,언제  돈  날  음제가  있한데.
<sos>아 트초이곱이 그거했나. 들데,아  던슨높이  그 거거나.  들데
<sos>볼만 서쫌해하고 쏴쏴,끝끝자   서마면   개허
<sos>그때 같이 봤을 때?,그때  요이  직을 때?
<sos>건쓰하만 건쓰.,건가가자고나.
<sos>나는 한 소 여고 더 여고 싶은데?,나는  한게 먹고도  먹고 화바데.
<sos>아 좀 그,아  반누.
<sos>뭔리기 이 솔.,남리기  건.
