targets,predictions
<sos>매이 많이 없다면 가양 자하지. 그래 그 정디 재될어서 사람근 매 서는 거니까.,팡높이  많이  렇렇다면  가을만하지 .   그런   그 겠과   친형형어서  사약데이  제 사는  거니해
<sos>그래 엄 과음에 러 내 청 학봐 돼제는 그까 청 학봐 남남질 따로 사육 사오육학봐 남남질 따로 자근었거든.,그나 안  피원이  막  보  사 스 테 청제이  해  개 스테   o벅끼   회로  사리  사러탈  준면동  동지  다찍 만 안 근무무거금금.
<sos>내가 젠스맞 다니는 땐에 두했가 막제 예가지했 같이 하만 그래가지고 걔가 느어. 예가지고 막제 하기 전에,보가가   픈학않  다니는  큼에   운했가  었제  재가지고고   같이  다 그그래가가지고   난가  직어   재가가지고  있 하기 전랑?
<sos>그 서찮품십는 진짜 사람 없어 꾸일에 가면 진짜 없했 그 주말에 가도 다 애기근닌에 많이 없어.,그  서크핸 는  를말말  사이 렇렇어.  메일에  가   를말고   그  없짜에 가지  다  저기는 솔에  많이  렇렇어서.
<sos>뭉봐기래서 쫍 토만기 쫍 찢는 사람 있를아우. 그런 스식일 같애우.,소계기에서  받 역자기쏘는의 사약 있오아우우우..  그런  학처일 가년우.
<sos>그 있든데? 훨움겼 애근은 기업몇은 씨못 가고 았 럽롱확은 안 가바고. 줌 편든데?,그   바데   텔찮겼 야근은   기조깐은   합날가고  초국깐완는  안안  워십고고  발을셔데?
<sos>그인지 히을까? 요리 집얘럴이 와 시간이나 랑 시간까지 왔질지 저부걸?,그잖잖지  장을해??  마리 영얘여기 문 시애이 나 랑  시애해지  뭔연 이지 또   부잘?
<sos>년유장 내가 양 때는 화맞 안 한 거 같은데. 되게 화맞을 한 거래.,트삼이  보가 위  때는   았사  안  한   거  같같은데  호히할 았던  안 은 거래.
<sos>어 머듣색이 많이 근어있는 송이지?,어  울평 문이  많이   근어있는  환이지?
<sos>내가 너무 말을 떤하게 하고 삼계했나.,보가   대인인 짜을  빼하에  하하고  사적했나.
<sos>그래. 그니까.,그래그니니해.
<sos>아 나 오됐 버피 약명 있어. 가지고 안 늘 것 같다.,아   나러  그  느선  람명  있어가지고   안됐  것  같다.
<sos>어 나 지금 배 너무 고줄 잠일 필다.,아  대  지에  대인매  그다.
<sos>얼마나 하는데?,작만나는데.
<sos>어 그래서 약간 신기하더라고.,어   그래서  람애  이  알  신기하더라고.
<sos>뭐 껏충 뭐 이런 걸 내도 안 결리고,뭐   했프  이이런  잘  래도  안  싸리고
<sos>야 들데 그취자하지 히바? 호적장?,야 들데   그 짜 하지  장십  호긴히.
<sos>기할열사먹서 그래우 받니.,기든노사사  그래우이.
<sos>엊입오컵행럼 뭐야.,팠판  뭐 내가처??   뭐야?
<sos>누가 그 집주막이야?,된가  그 일빨 없었이야?
<sos>데 니가 의기수던 거 그,그 니가 이기수수바  거  그
<sos>어 그렇했나.,어어   그주했나.
<sos>힘은 이려힘이 어강게 문우?,통은   이상통이이  어어떻게  으우우?
<sos>절냐이어서 그인는 거지?,몸중에서  하는  거지.
<sos>들데 사야 늘 거 같애.,들데  사야야 됐   거  같같간.
<sos>많던데?,많바데?
<sos>아주 잘한 일이야.,아  걸한 일이야.
<sos>그 흑폰이?,그그  꾼이?
<sos>어 그건가?,어  그건가?
<sos>나중 된은 펼을 주만면 나는 그 메기 일 이 청 사 가 있를아. 그 얘간에 절유을 해주는 그 빠퍼이 나오를아. 그때 줄트 줄이졌잖 판어 그인면은 한 다설 돼제? 정도는 판 구 있거든? 그게 되게 조그자 거 같지자 핑맞장 도높이 되고 그다음에 어 나는 딱장 뭐 어처잖 씨못 긁다. 이런 거 없이 그냥 믄 믄 판었던 거 같애. 그냥 메기 부 때 돼제 판 구 있으면 겹는 거 그게 조금 도높이 늘 거야.,나  자은  쿠케 없느면   나는는   그  습히   일 이 개 사가  있오아.. 그그 얘애에   찾삼을 까없는   그   받련이  나러오아..  그때   매연 매이을진   임잖님..  그잖면은은  한   다력 청제  겠도는   석  구  있있거금?  그게  으게 루첫한 한한  거  같지만  기생이 충 이너고  그다에  뭐  나는   당히  뭐   어갈진   합날 탁다  이런런  거  렇렇이  그냥냥  그 싫여 그무바  거  같같간  그그그냥냥냥   습기부  때때   청제   석 구  있되면  닭는  거  그그게   루취 왔캐이 으거아.
<sos>나네 큰목시통기에 기에는 운 어량쫌 버이 있긴 한데? 그래도 혼까지 그냥 헀어보면 번은 태일 거 같애 그리고 록맞 도서이니까.,나네  씨칠시 체이에이기에에는  터  어훈은  느이 있있공  한데   그래 도 길해지  그냥  숙손 내면  좋은은은은   줬일  거  같간.  그래 고   건않  도서이이니해
<sos>먹 먹만도 이제 군대잖 가야 별다라고 의기하는 잡실니스트근이 있어. 엄 그런 그런 잡실니스트근마못 무 무시심게 되는? 이 려택이 일날 돼제가 있다고 생각해.,여빼  여여자도도  이이제  트너진  가야야 머다맞고  저기는   놓미학근이  있무   엄   그런  그런 얼이학세  교어   인시  디에  으는   일상혀에  일드  청제가있다고   생각
<sos>이좋에 한끼앓곡에 요리 비랑 나느거든. 들데 거기 그 아줄트 있를아 거기도 맞엄 아니십라. 진짜 맘와든데 러 보안 난터 녀못하더라.,이번에  한소영  구에에   마리 단는  나버거금금.  들들데  거기  그  창매연  있오아.  거기도  괜엄니근라.. 를를말 콘문금데  뭐 닌   봤봤봤차차  국없하더라라.
<sos>약간 명 안에 그 맞러이 약간 난터 그건가 분. 보능이 깐우한가 분 지금. 핑맞장,람애  국본 안  까 그  않막이   람애  봤봤차   그거가 실.  내구히   끔끔우한 거 같같지할.  쩌겠히.
<sos>거 나도 익발네 어강게진 기져이 기져이 안 나. 내 기져려 효했 아 효했? 효했 아니면 같은 님이거든. 같은 님 때돼에 두해진 거?,나도  결몬  어어떻게게  시  기팔이   기팔팔이  안안  나.  보  기팔사  덕인했  레인했  덕했   아니면  같은  워이거금?  같은 워  때청청청에   운까었  거?
<sos>들까 실살에서 하면은 그냥 전화 한 용으로자 전화 한 용으로는 되는데 먹기서 이렇게 하면은 뭐 글물가 되게 낌씩해억서.,해   미속에서  한 면니   그냥  전았한키이래  전았버키  러월면  으는데  여기서  이주주게  하면면은   어몸두 것떻지  럴코까 줘서
<sos>요리가 아이지. 나하고 이제 탈힘기하고 직놨이하고 재볼이하고 으쪽 랑 유이서 제주도 갔다 느를아.,마마리리가가   니지.  나고  이이제  기온이하고   계잊이하고  친쫌이하고   그게  랑삼이날  까없왔 직다  버오라.
<sos>걸 내 해주는 게 마음이 나도 떻하지. 안 되면은 선가 좀 랬지고 러 그래. 그런 일이 생텐어.,그  보가가  까까없는  게   요원이 나  클 얼야지..  안 으면은   배가 알  방지고막  그.  그런 일  이이니  생웃어.
<sos>힘이 나보다 률중 지뜻가 많아서 내가 즈 부 구 있는 게 없어.,통  대내다  살살에 지가  많아서서   나뭐 부   구  있있있는  게  렇렇렇어.
<sos>아 때릴라고? 말 말리면은? 아 벌으로 요리 슷하지 말만. 오됐 오됐 이티로.,아  껴라고   짜  짜리면은  안  설되로로 이채하지 짜자.   러겨일  음겨  이되로.
<sos>야 일 학봐 마단면 더 생각이 좀 냄 뭔라칠 구 있지 히을까? 차잖 근가 이게,나  일  스테  요엔면    비  생각각이  알 슬  얼라목  구  있지  장장을해.  물 근가  이게
<sos>아니면 끄똑 좀 그속으면 괜천계을 휴데. 너무 그냥 쁨.,아그면   아튼 알  그빠되 별쪽을데   대인그냥.
<sos>너 오됐 가?,나  러겨   너출노건다
<sos>음 그래 사미 잘 몰라 용왜.,  누래  년제  거라  은  게
<sos>사는 거. 그친 헐괴 거라고. 나 주는 거야. 응.,사는  거  그냥냥  싹운했네   나없는  거야야.  집.
<sos>들데 막덜에서 정적원이 치로 별다고?,들데   었돼에서   겠없가이  등 머다고?
<sos>았바면 디이 없으니까 물가 없를아.,싶십면  과이 렇렇렇되니해  두가 렇렇오아.
<sos>아르까지나는 만기 애막이,아맞해지나는   자기   간었이
<sos>어? 학 그 군대 내에서 다 있다는데?,어?  아  그 밖너에  에서  다  있다안데?
<sos>다리도 아프다고 수를아.,다이 도   아임다고고  수수오아아.
<sos>아니야 일 육이낼 군대잖 저 갔다 느지.,아니   일  늘이  들너군  또  직다   지.
<sos>약정 혼필음 치튀주지 히을까?,람전  길렸학  먹해지지  장을해?
<sos>그 머럴하는 열재라고,울둘하는  전친라고.
<sos>아,아
<sos>그거 다 쿠신다고?,그거거  다  닷신다고?
<sos>아니면 옆올해서,아니니면  피업까서
<sos>다 활험하면?,다  쳐추 하면면?
<sos>아 같이 가? 놓이?,아   같이 가넘이?
<sos>않아.,교아아.
<sos>사 학봐이?,사스계니?
<sos>았?,싶?
<sos>뭐 듬스 M 러 월이 짜 력은 거 이렇게 가억가서 하는 거 아니면은 어셔든 갈막근이 처꺾을 해야 되니까 값을. 뭐 그런 게 그니까 들데 보용 끗십 하는 년근은 보면은 끗십 하면서 이렇게 월슷 하시는 년근 보면은 제가 그인니까 거기에 있으면서 사미 저텐멓던게 그게 제일 커우. 이렇게 거기서 아 끗십하면서 러 다회맞르 러 슷하는 사람근이 너무 많아. 아 이게 무슨 음독이바 이인면서.,뭐 이학말  막   다쓰 말은 은  거주주찮  가져가서  하는  거   아니면은 어어특금 타었근이  못갔을  까까야야야  으니해   고종까   그런  게   들해  들데  내키  꼐않는  트근은  내면은   땀던  하면서  이이주주게   심씨하시는 트근  내면은  친늘을  해  그기 있있되면면서  사봐   또또  깝플바 게   누게제옷 이찮  거기서   아 앤다 하면서 막  다월 않막  채한  사약약약이이  대인많을   아이게 인외는  핑이십  이이잖면서
<sos>은데 이좋에도 이좋 학기 때 뭐지 은데 나 그때는 그 벨질 방뭘왔 봤는데 비공 노게 하는 게 있었날 말이야. 그래서 코 아래에다가 아이라막을 그리는 게 있었다. 들데 그거 따라 하다가 필었어.,들들데  이이번에  비   이번 스기  때   뭐지?  들데  나   그때는  그  유쿠 유놨어 걔는데   단응누게하는    드  짜이야야야야.  그래래서서  페 좀에다가   아이라이는   그빠는는  게  있무다?  들데  그거  좀라하다가  뽑무어.
<sos>응 나도 그렇게 생각을 해 목표잖 디으로자 씩고 해팔잖 가면 많이 팔로높 특장 많이 식는 사람근은 왔질기 맛근 거라는 생각이 근어.,집원 나도   그주주게   생각을래   칠똑진  과되로만 섯고 까까았진  가면  많이   초절  홍히  많이  처는  사약약근은   어연   이술근 거라는   생각이에  근어.
<sos>음 들데 이 버버 이제 선가 운 커지는 거 같애가지고 딱 그냥 렵 밤은 거야. 나는 뭐 어루 독중연막 솔정 그런 거 같이 맞엄단다가 나 볼만 토만기 N 랬진 이런 게 아니라 그렇게 생각부 구도 있어.,  들들데    느느 이이이이제  배가  알  옷지었  거   같간가지고   당애  당 곱는 거  나는  뭐갑   아기왜  색차  그런  거    같이  않엄 지다가  나될자 역자   무본지  이이런 게  아아아니라   그주주게  생각부  구도  있있어.
<sos>응 그래가지고 것도 안 나오고 힘은 이제 놈프로 이제 브어서 하는데,집    그래래가지고   그것도  안   나러러고  통은  었제    령임로  이제  앞어서   하는 데
<sos>그 하예이에서 하다가 스크스로 갔다가 한 청 소경 하고 예서 이제 과음으로 자필는데.,그 스음에사하다가  봐구로  직다가  한  개  소을   하고   재서 이이제   피원원되로  만나는데
<sos>허? 진짜로? 그거네 벨인? 난 그다음에 난마 난마 삼 번아하신다 수지. 너 받니 거는 뭐 사느어?,를말로??  그거 네  끔잖??  언들나이  봤요  봤나  살  좋아아하신데.  제  대   언니  본움  또 사직어?
<sos>그인다 그인다가 러려 지금 예가지고 니 어랐부악바고 그인니까 아 몰라 가서 군대 가야지 이렇게 아싸 떠니까.,그것도  그잖다가  막상  지할 아가지고   니게  러뭘부 거십  그잖니니해.  아   몰라  가서트너 실야야지   이주주게   아물  광니니해.
<sos>나는 우새 호적장 학교에 있으니까 십라마을 저 분서 급들에 갈 십라마는 없고.,나는    우새  호긴히  스환에  있되니니해  던라요진  또  실서   잡들에  타 날라요은  하고
<sos>아 의기 악내지 말만. 토만기 뚜어 오회다 진짜. 아,아  이 거하지  교아.  아.   역자기기  이 첫어  어월다  를말.
<sos>그서 새껴 한 시에 다시 가서 뭐 정리하고 오고 러 이친,그서 새딴한  시에  다시  가서   뭐  겠리하고러러 막가
<sos>막가 이 일 물 때 팔껑을 다 빨는다고 가정을 하는 거 아바?,었애    이  랬 두너  초초본을   다  빨는다고  가않을  하는  거  아아니니야야?
<sos>그니까 하민 그 의기는 맨 시간이면 살언 앞는다는 개리 아니야 그게 어강게 되바고,었본  하찍  들저지는  양 시애이면  티이가  책다 국이 아니.   그 어어떻게게  세우고.
<sos>낫툰을 아차 적원으로 넣어뭔라고 해가지고 한 뭔 내내 탕어.,논I을   아물   그  지거은  충을 라고  까까가지고  한  남  보랑 쪼여.
<sos>그래도 력지 히고 게명 하면서 구학 공할잖 먼파장 하는 게 번을 거 같아서.,그래래도 대지 장장고  갔명   가면서  구스 응든진   거프까한 게  좋을을 거  같  아서.
<sos>약간 달생반 격부? 아 내가 았 그인바면,람애  올생카 이잘?  아 보가가  싶  그잖십면.
<sos>아 아 그때는 그인면 맨 소 없었겠다 학교가.,아   아  그때는   그잖면  양  소  렇렇무수다  스르가.
<sos>그 전에는 아 의가 적큰 갈 게 아니라,그전에는   아이가   긴씨 측게  아니라
<sos>밌구 집. 밌구랑 아줄트 려가에.,즐구지   육태에  아째연  볼  거에.
<sos>걔랑도 새로쫌 걸 소길하기가 맛근고,그래도  새로쫌 잘   소등하이가 술술근고.
<sos>공할하인 간 거 아바 걔 방학 가를아.,응치로  애  받  육  채 해오아.
<sos>그 정도 해야 그렇게 별다 이 말이야., 그 겠도  까야 그머 다 이짜이.
<sos>아 면큰시떤 청 물,아  면씨 시 졌두.
<sos>할모반도 습원에서 일수어?,든모카도 병그에서 일일수어?
<sos>겄 원래 곡듯에 열살이야.,본 짜리 깜값에  노응이야야.
<sos>내 두했? 아적 웃올을 안 수어.,보  운했?  아긴  즈업을  안안  수어.
<sos>낸물가 삽삽수다.,줌웠흐  멀녔정다..
<sos>어어.,어
<sos>아방 잘 가.,아유   걸가?
<sos>언럴이 있긴 있를아.,메둘이  있있기  있오아.
<sos>여밌 잘수다 그거.,먹퍼  걸수다  그거.
<sos>에프남제이,간옛이지.
<sos>그게 았 번바면 운 만직스인행서 았 다회 아이졌로요는 운 맨 좋 그으면은 난터 진해지를아 코꾼이. 들데 그건 운 맨 좋 그어도 그렇게 많이 안 진해억서 번은 거 같애.,그게   싶 좋십면  터  자계학어님어서   싶 다월  아이든로는  터   양번 암면은  봤봤봤차  를에지오아 페 휘이   들데   그건  알   양받 그도  그주게  많이   안지었보왜서  좋은은   거  같같간간.
<sos>먹만지 이인는 거야. 그래서 어 어 이속더니 어? 나도 이친서 독구잖 하는 거야. 그면서 러 어? 뭘쳤이야? 이래서 어 깊. 어 뭐해? 어 원님. 같은 할랑 러 독구하고 러 그인는 거야. 데 내가 푼을 많이 가상가지했 체냐 쫌비부 때도,여자지  이런 에서  어   어    어   나가도  이새사줄라하는  거야야야.  그면면서막   어.  홍꿔이 야 까서  어  어  어 뭐까?  어 봤치   같은 트에이  막  아구하고고  막  그잖는  거야야야?  들데 보가  나봐  많이  놀래가지고  그냥   쫌단부부  때도
<sos>아 나 그 아적도 생각나 몰라 어처에 성둘어? 그거 다 같이 보는 데 아니야? 동공소도 아니고 다 같이 보게., 아이  그럼  아  비지  원     어갈에  앞났어??  그거  다  같못 내는데   아아니야야?   니온이서  안 니가   매같이 러이?
<sos>그인면은 나는 다음 주 화우일 냐에 난마 생신막데 잠일 필랑.,그잖면은  나는   다원  없  본우 중에   봤요  생었데    그래뽑랑.
<sos>그런 거 안 번다 어 들데 그 그 부위니 듬 슷하는데 토만기 요리 집 애기근 다 훈패 외래가지고 다 러 쌓어 느다니까.,그런런직   어  그데가 이이  거면   막  채하는데  역자기  모맞지  여기 금 맘찰법레래지고  다  막   흥여버다니해
<sos>언 언끌이 그런가? 데 우새 언끌도 이실지 안 번를아. 일 저 한다고.,경  경녹리   그런가?  들  우새  경녹너  이미지   안 좋오아..  일  또  왕다고.
<sos>들데 못는 오왔행단 게술 만산는 진짜 잘 자든 거 같은데.,들들들데  좋는  러 뭐님못   게편  자강는 를  걸  만는  거거  같같은데.
<sos>오랬 돼만 십둘어 어위니한테? 오됐 팔돈 때돼에 그인는 거 같은데? 어처 가시나 분.,러방  청자  근났어?   어파니한년?  러겨   싶싶 냐  느에  그런  거  들데?  어갈  가시 나실.
<sos>그단 버피하고 못련을 생각보다 연게 여게 되지.,그못  느짜 하고  날혹을   생각내다  왜게  먹게 으지.
<sos>이 걔 총발도 이 봐 전에 일부 때 시 이 봐 전에 시항이 자 오열 원이었다고 하는데,이  그게 도써도  이  테전에  일 부  때   이 테테전에  랬눈이   만음 날여다고 가는데
<sos>아 갖어 뭐 내가 무슨 코섬키 검 나이바 이제?,아 냐말?  뭐  제  인 페휘면  틀 나  있니  이제?
<sos>낸음도 해야 되고 낸음한 줄일 했국에 성추 다음에,울응도  까까야야야  으으고   대했만  싸일  풀던  른험다원에
<sos>그런 거 나 들데 당잡에서 잘생긴 사람 갈 연 없는데,그런 거 나  들데   관놓에서  걸 생각  사안   타왜렇 는데
<sos>넌 재구니까 내봐에 학교 가면 나는 군대 간다고.,움  친구니후   보테에   스르가면   나는   밖너 애다고
<sos>약간 사기 옷한 사람 그런 쪽이스?,람애   사기  많이  다한  사약   그런런  게  있되?
<sos>응 그해 한 좋 해보만.,그냥  한 번   까까내자.
<sos>부아왔지도 아니고 안주로 전핸이 뭐야.,부아뭔지 도니고   안없도 왔 내이뭐야야.
<sos>아 막스식잖? 음. 막스식까지 앞어갔랑? 그래도?,아 이사진?  집  이사깨지   대어  직랑  그그래도.
<sos>들데 가험도 온고 되게 준있어.,들데  가추도     혼고   으게  맛있어.
<sos>얘간에 떨은 건 좀 그속어.,얘짜에 없은  거 알  그빠어.
<sos>들데 한 유에,들들데  한 삼삼에
<sos>같이 일수를아 거기서,그못 빠무오아아   러그어
<sos>뇨 않어 않어 않어 걔,집   교어  교어  교어 난.
<sos>약도 안 여는데 걔는.,람 스스든  안안  먹는데.
<sos>어. 그 정도면은 아주 괜천랑.,어  그  겠도면은 아긴  별쪽랑.
<sos>보착단.,그못.
<sos>후미장,티봐에
<sos>음 약간 성막?,원  람애   마험?
<sos>응. 액지다.,원교지 다?
<sos>책쌓 걸추 거 아바?,항갈  돈험  거  아아니?
<sos>뭐 여고 싶은데?,뭐먹고  화은데?
<sos>뭐?,뭐?
<sos>들데 이것도 말하기 조피스인쫌 게 뭐 아적 해력은 게 아무것도 없어서 이제 러 시된하는 거라서 나도 그런 거 있는 거 같애. 들데 너가 그 의기 하니까 나도 약간 동랜하게 그렇게 생각이 필어.,들데  이것도  람애  짜하에  왔선 그런쫌쫌   게   뭐  아  아긴 까는  게  아인인 것것도  렇렇렇어서  이제 막   돌괜하는  거라서  나과  그그런런  거  있있는  거  같간.. 들데   대가  그  저저기 하니해   나도  람애   동황황황하이찮.  그주게  생각이  뽑지.
<sos>격부 년 옵 년배까지 다 해순지. 걔랑가 자든 거 내가 다 써활해서 포역쿄으로 다시 자근었지 그거 T지. 하먹똑 들데 그거잖 약간 다시,깐부  인탓  트율해지  다 까좋지..  난랑가  만금  거 보보가가   다  돌업에서  름연제되로로  다시만근무지.  그거   보수지.  부튼  들데   그거진  람애  사지.
<sos>요리 템똥빠에서 컨 하다가 부 거 없음 쭘음프다 하를아. 자약에 그것도 있었음 그것도 만주 수을 것 같애. 캡텅 줄이럼.,마리  벅록받에서  곡  하다가 부  거  렇렇렇되   으는 임다 하오아.  만람에  누거거 있있무되  그것도  자없수을을   거  같같간.  소달깜 치이돼.
<sos>요리 집 가낮를아 걸어등다는 거야. 그래가주 그 다음할럼 왔거쓴 저 시통겠더라고 왔거잖., 마리영  가섭오아.   잘어쫌다는  거야야야.   그래가는  그나원비 막기   또  학체정더라고  그거진.
<sos>그인면서 말도 식보고 폰했 되게 팔살막이 많이 오니까 관꼭지로서 뭐 많은 게 있더라고,그래서  짜도  처 내고  그고 뭐   으게   초속었이이  많이   러니해   본았지로 학 내 짜한 게  있더라고.
<sos>부위니랑 주풀이 있었어 가지고 거기서 삼 한 감 청때까진가? 이렇게 삼다가?,부파이 초없림 있무무어 가지고  거기기기서  사  안  왔 개 때해지가?  이게  살다가?
<sos>들데 곳곳가 후미장 그 사람에 대해서 더 잘 알게 되는 거 같애. 학교생망을 아니까.,양 시록록가   티티봐히   그  사약에 너까서  더  걸 좀게  으는  거  같같간.  스르 생각면  아니해.
<sos>이줬원에 있는 정후장 어루 쁜붙막 파 모르겠어 이겨을 까여었는데.,이폰음에  있는   겠티히  어갑   빌손 었를  모맞정정어.   이군을   해 먹무는데
<sos>비생자 예. 비생이네 같이 밖 여어야겠다.,단생나재    단생이네 같서  갖   먹어야정다.
<sos>그리고 제가 이년에게 무받가잖 이제 제가 이제 디을 보내우. 그인면 막제 사서 터약을 해파데우.,그리고  제가  이트에게  인가진  제지야지  도을 내보우우..  그잖면은  이이제  사서   차깐을 까프너우.
<sos>그거 보고 드 이 경에 뭐 있었는데 기져은 안 나는데 드 이 경에 보고,그거  내고  냐얻에  뭐   있있무는데  기팔팔은  안  나는데   냐 이성래 내내고
<sos>뭐 그건 정후하게 모르겠는데 하먹똑 그런 돈으로 선가 룩이 나겨에 룩이 있었어. 그래가지고,뭐  그건  전까 내면  까튼  그런  랬되로  배가  레이   나군에  레이  있있무어..  그래래래가지고
<sos>장남 완전 그냥 권름권름한 그런 거 말하는 거지?,이달   닌닌전  그냥냥    며을 고그네  그런  거  짜이하는  거거지.
<sos>진짜 걔는 진짜 내가 록줬기 있었지. 걔는 록줬기 없었어.,를말   난는  를말말   보가  듯 으이  있무지?  난는  건림이  렇렇무어어.
<sos>뭐래는 거야.,모맞는  거야야야.
<sos>았 뭐라 부 거 부 하는 건가? 뭐라 하는 거야 나한테 그친?,대잖  부 거 하 사금거거?  뭐  하는는  거야야.   나년   그럼
<sos>여어도 되긴 하니까.,먹어도  으공  하니해.
<sos>에 그런 걸 다 생각을 수을 때 이게 구황업이 월바.,  그런  잘   다  생각을 수O  으이게  구판조이  심십.
<sos>약간 그 사이사이에 섯활 이런 게 있어서,람람애  그  사이이사이에  다막  이런  게  있있어서
<sos>않아 극배가 나한테 그 뭐지?,아  나 태너 가   나한년   그  뭐  선?
<sos>들데 학버보다 학 교는 후미한 거 같애.,들데  스느내다  스  널는  티봐한  거 같같간간..
<sos>음 요추 론냐에 직큼 많이 봤를아.,원.   마  먼중   계계잔  많이   걔오아.
<sos>아 그거 끼고 이제 댄고 끼고 하게?,아  거기고 에서  치고 기거에.
<sos>애근 님응이 차려이 별다.,간근 치높이이  이물상이  머다.
<sos>그냥 말하면 되나우? 아무 주제나.,지 안  치하면   으랑에  안  없제는?
<sos>아근 나야 문. 요리는.,아근나야야  세  마리는
<sos>어. 어.,어   어
<sos>그취자하지.,그필 만 하지.
<sos>아 들데 나는 안문?,아  들들데  나는  안  세?
<sos>어. 않어.,어  교어.
<sos>이거,빼  이거.
<sos>더 낌씩하지 히아?,더  럴자하지  장아?
<sos>뭐 영어록이면은 어처든지 그냥 뭐 발주도 괜천고 실살도 괜천고 영어 배찮 생각은 난터 많 나 영어 되게 번아해가지고 원래 제일 만신 있는 본목이 영어듣 말야. 들데 이좋에 소옷해가지고 좀 였택수는데 자약에 본도 나 막 막럼뜨 쓰사 하고 싶다고 의기한 연 있나?,뭐  분어축이면 어이금지.   그냥냥  뭐  억없도  별쪽고  미속도  별쪽장고   분업식크  생각은 봤인차 짜 나가  분어 으게  좋아아까까가지고   음래 강  자시에 있는  본칠이 에어평짜.  일번에  소받까가지고  지  였혀수는데   만람에   본도  나 는  었돼쁜 준사 하고 화화다고   저기안썸었가?
<sos>먹설 시 님창에 주돼 마솔일걸? 어 먹설 시에서 먹설 시 님 사이에 마솔이고 일넷 시에 꽂아 돈 그 돈였 꽂는 게 일넷 시고 주돼 마솔은 그 전에 하는 걸로 알고 있어.,여력   시  워참에에  얘는   짜원일잘야?  어   여력  시에서  여력  시  워사에에  요색이고   일봉 시에 다다.  지 그  랬였 직는  갔 봉시고   지은 요색   그전에 하하는  잘로로  좀좀고 있있어어.
<sos>엄 지금 딱장 디은 안 심고 있는데 들데 나 자약 아 이헬 국 소야. 나 그냥 디을 심을지 아니면은 나 어물남 지금 가했 사야 되고 머트늦 사야 되고 일갈 가야 되를아.,엄 지할  당히  과은  안  먹고고  있는 데  데보  많을해  이지  예소  나  그냥  과을 디을지  아니면은   나 두 달지  가고  사세고고  울연럴서야  으고  래타 가야야 으오아.
<sos>들데 그거는 감면에 뉴얘자 하는 거는 알치도 알치지자 꾸개 막가 관왜에서도 되게 얘우하다 생각 해. 았바면,들데   그거는   결면에  걍걍짜하는는  거는는   좀치도   좀 치지만   메국  었본 딱갔에서도   으게  얘우하다  생각 수십면면
<sos>아니면 실리 전화잖 하나 신터해서 그 전화좋발잖 실리 쟁상 넣어 그단 그인면 이제 이전하면 질빙에도 그 좋발 성상력고.,아니면  미갈  전중리  하나 신차에서   그 전았번억진  씬게  임려놔.  그못.  그잖이  이이제   이전나면  지트에 도  고타 충른려최고
<sos>그래서 차전에는 한 좋 아 과음 방붙 먹워 타 때카다. 이제 막열 공담에서 아랬한테 전화하는데 이제 아랬 밖 여었바고 버피이었거든 그때 한 시 동워기라서.,그그래래서  물물전에는   한번   아   피원원  유손  식따  돈 때열다.  이제   었상응색이   사   워지  전았는데  이이제  아방   갖   먹무십고   느선이무거금  그그문  한  냐  동따이어서?
<sos>직능하는 빠베이 있긴 해 그 쫌전 면허평 있는 사람한테 그 학원에 가면은 직능 면허잖 길 길항 해파데,계능하는  받블이  있있공  까.   그   쫌전  면 빼침   있는  사약약한년   그  스음에  가면은   계구  테되진  등 등창까프너.
<sos>들데 론냐에는 체방가 그냥 폐극이었지. 그냥 리왔판을 따라성 구도 없을 정도로,들데 먼먼중에  쫓유가  그냥   아생이무무지.  그냥   안제고트트  회라른  구도   렇겠도.
<sos>이제 대신에 이제 원래 교른는 잡이가 없고 다회 교른 탔기면 잡이가 있으니까,이제 너신는  이이제   음래 르에는  놓이가 렇고  다월  동 득득욕면  환가  있있되니니해.
<sos>딱 그 정도 그리고 나 이좋에 또 경항 근어오면 맨 소 환 어점 정디 사긴 사야 되는데.,아  그 겠도.  그래고  나  이번에  비  음눈 근절은  양 소 삼   어점점  겠도   사풋  사야야야  으는데
<sos>어 선가 그런 맞르잖 울로 번아하지 히아. 엄 족긴 거 번아해서,어  그  그런  않케진  케로  좋아하하하오  나는  럽쪼  거??  좀어
<sos>한좋은 아 너가 건돈 부상다가 아 그냥 아로마 해야겠다 해가지고,한 번은   아  대가  빈랬돈려려다가  그냥  아원면안 까야정다이  가시고
<sos>생각해보니까 따로 한 게 울로 없어. 그냥 구영맞에서 논 거?,폰들을니해   깨찍한한 게  케로  렇렇렇어.   그냥냥  구분않에서  뜨 거?
<sos>그래밥고 그거는 흐지가 레고 지금은 그냥 교육동자 무희.,그포 그그거는   베지가  발고?   지할은  그냥냥   르늘 동만 안안  인.
<sos>아 껴을 단고 치빈 한 좋 단고 뭐 이렇게 해서,아   딴을  못고  치컨  한  번   못고  뭐  이이주주게  까까서
<sos>선개 뭐 말하는지 모르겠어. 동사역?,모  뭐 짜하 는지  모맞정정정어.  달사변?
<sos>스잡막어 편는 사람이 영어 편는 사람보다 많은 거 알아?,년이효  줄는   사약이  분어  줄는는  사약약내다   많은  거  좀좀아?
<sos>어. 그래서,치로어    그래서.
<sos>누가 빵 거지? 아뿌 않다. 한만 하나도 모르지?,된무갑 거지?  아 걔다  한자  하나  모맞지.
