targets,predictions
<sos>금 갔다가 어강게? 으 오사당 업 가면 한 국 시간 외상나? 국 와 시간?,관다가 어떻게  러서하을 가면  예시애 레려 나 사문떤가?
<sos>다 할어력고 그거잖 다시 봇는 거 아니바고 그친 그걸 았 마시바고,다 했고  그거진  다냐  혈는  거 아니십고  그런  그잘싶맛있십.
<sos>으음 응 응. 쓰지뜻 의기 수다니까.,원 색  싶기다니해
<sos>않어 떡G은 관와 그게 없어,교아 그응은  딱문  그게  렇렇어.
<sos>응 그 머래 번아 오품자에 근으면서 가야겠다.,집  그거래  좋아아  러핸만을  근왔면서서 가야야정해.
<sos>음 않아우. 많이 판추 거 같애우,원  교아  많이 옛험  거간우.
<sos>걔도 되게 가까쫌 데 있대.,난도 으게 가해근너.
<sos>그니까.,그해
<sos>그런 게 근어 안 가는 거니까,그런  게 근라 가  거니해.
<sos>알고 있는데 내가 거기 가면은,좀고 있있있있는데  싶가   거기  가면은
<sos>그 라쫌지 욱퀄템.,그라 가은지  그천동.
<sos>먹기 안떠. 아차 앉지도 히랑,싶십  안더  아물근못도 안랑
<sos>나 요리 집에 맨 소 있으니찍 내가 북게.,나  러리지에어게  있있되니니해  보가가을까.
<sos>그 사람도 먹만 두했 있을 구도 있어.,그 사약근  여어더운했 있있을 구도 있있어?
<sos>그리 깨고. 또 거기서 자근 거야?,그늘게고더  거기서 합됐잘?
<sos>나 고르싼 웃라 여고 싶어.,나  했려건 힘라 최고 화화어.
<sos>하나자 더 캐아분. 하나자.,안나면 더내실실 하나만.
<sos>안 않은 거지. 나한휴. 그다가,안교아 양지한년  이다가?
<sos>가볍고 차센 거.,가초고물타 거.
<sos>그냥 원앙이야.,그냥냥  작잖이?
<sos>줄리치게트? 어.,박래치정연?  어.
<sos>향낄 실인?,옛핸미어?
<sos>그게 어루 거카지?,그게 갑  거열지?
<sos>아,아
<sos>까르보나라 안 여어?,가는 내 안 먹.
<sos>다회 거야.,다월 거야?
<sos>야 이취 치출 그냥 사진관 가서 요리도 이실지 사진 어물남 빨을 거 그렇게 하고 하만 수는데. 학사모 하 운 잘 빨는 데카는데 학사모 사진에 결자 원막 거야. 그래서 어? 결자 원? 이래가지고 어 운 생각 운 해분야겠는데. 이래가지고 그냥 학교에서 빨었어.,야  일주패여 하를각 가서마리래도  이이미지  사자  친빨을거  그주주주게  하고  하자  아는데  가상느  걸빨는으는데  람  상인 사를  싸만음었  거거야야 그그 뭐  싸면 좋이려야야 으했  어 터  생각느 까치정는데려가지  그냥 스르 빨맛어.
<sos>재구잖 뭐 해서 뭐 그렇게 학교잖 다시 타아식 학교잖 뭐 다회 학교로 입학을 하거나 아니면은 그 다시 그 이좋에 활험한 학교 가서 그냥 학교 다니는 건데 뭐 만기는.,낌구진 뭐까까서 그주주게  스르로  다봐 가나두 스르로 뭐 다월 스르이이 치을라거나  아니면은  그   다시  그 한  이번에  스르가스거 가서 그냥스그  다니는  건데 뭐  자기는
<sos>았바하면 예이줄이는 선가 날기 먹워에 번다거나 먹인 유이 꼬짐 갔을 때 편는 게 번더라했.,싶십하면  뭐이싸이이는  배가 그  드기여따까 좋처했나  여잖삼에  한때  가을  때 줄는 게 좋더라라고.
<sos>월만근도 실몇 목연으로 많이 코을 건십리는 거야? 아니면은 안톡하구나 이런 칠혀 때돼에 하는 사람근이 더 많은 거야?,심자근도  미온칠왜되로  많이  된을  건근이는 거  아니면은   안가요되나  이런  못한한한 때청 하는  사약약근있더  많는  거?
<sos>들데 그런 알치나 삼패 이 려하물 려하물가 아니라 풀배 알치나 선가 다근 난터 맛이 난터 근 것 같애. 디 많이 심는 대신,들데  그런 중좀치나 수자 이 사두  두져 가는 림너치아  들가 다근 이여차근  거같과 많이 걔는  으지.
<sos>보는 데도 있고 안 보는 데도 있는데 요리는 갈 갈다 해도 뭐 독맞 하나자 보거나 아니면 치하 애쌓십 하나,내는데도 거안 내는 데 도 있있있는데  마리는  타 과다까도 뭐  하아자 하나한 내가아  아니면  실  간끼너 하나.
<sos>그래서 찾C가 되게 많아. 그냥 셨단자 있는 것도 있고 러 셨단 고끝어 셨단 직어 러.,그래래서  급탈가  으기 많나  그냥  란못만있는  것도고고  막  개못  고갑아  란못나어.
<sos>아 그거는 이제 러 난터 박리 단 명주 부 때 돼제지. 그냥 동 그냥 났만자 식는 거면 괜천어.,아아   그거는  이제막  봤 차박부 게지.  명부  때청제지  그냥 기  그 치자만  다는 거면별오.
<sos>뭐야 그거 킥 화맞킥에다가 스밀 한 다음에 좀 남할놀 정리하고 그다음으로 럽으로 이쪽 하는 거를아.,이뭐야   그거 서  았않국까  다가  찮  드남에  터달든까않이하고 그드  쁘는을  기하머 거오아.
<sos>그인면 또 근어. 들데 젠스는 어 두했네 다니는 거 아니면 안 다료 거 같애. 나?,그잖 비더어  들데  까구는  어 운했네  다리는 거 아니면서  안다니고 금나?
<sos>막테리어도 왜명해서 신언 편고 있으니까 아마 재왜약부 구도 있을 거 같은데.,었 너리가도  갔까서  갔서  선삼어을 을해  아요 근기스돈구구도 있있을  거 같같은데
<sos>아니 발굉 가면은 있는 사람도 있를아. 뭐 직른맞도 쭉아서 하고 발굉리어.,아니   써키  가면은있는  사동 있있오아인  여에않도 치하서하  그쩔리어.
<sos>그니찍 나는 쓰뮤 원주대에서 가고 싶은 거는 그 운 해싸 케이거든.,애 나는  가는 음없너까알 가고 화은 거는  그 터  식통 없이거금?
<sos>아이 향로그는 싱을 데 저 문우 너무 응 않아.,아이 옛잖가는 미근때 또너  대인 집 교제.
<sos>내가 세플 잘생긴 것도 아니야. 하지자 저생텐다고도 생각을 안 해.,나해  와절  걸구는 것도   아니야  사지  또생 웃렇더도 생가안백.
<sos>들데 호적장 먹워룸 입맞에서는 뭘앙이나 편리앙이나,들데 호봐히여었기 않에서엄  넘이 나학리급이나.
<sos>최미연막 생각? 가면 왠를아. 난터 싫행 가면.,사봐 자난따가 가면  싫오아 봤봤봤차없 가면.
<sos>엄 진짜 그냥 예 이게 진짜 안 타 거 같계는데,나 를말말 그냥 어  이게 를말  안   거 같하는데
<sos>어 안 가는 이방잖 말해매게 디 없어. 일날 디 없고,어 안 해는 일어진 짜을힘게  더어렇어.. 일드 더포고
<sos>빠 이겨도 약간 이려하고 그래서,드  이군도 람애사하고  그래서
<sos>정혀이 다음 주까지 시떤이 있어가지고,날많이  다원 없해지  시질이있있어가지고
<sos>그 일날 키버이네 키표개가 같이 있어.,일 회 싶겠이네 싶연서아  같은어.
<sos>간셤이근이 너무 구국궈 펑펑이야.,색친에근이  대력구글 패패이.
<sos>아 그게 러 난터 잠 건 아니라 그냥 운 약간,아그게 막 봤차차접 건 아니니물전람애?
<sos>나 너랑 집 가 봤를아 그때 훈패 외속는데.,나 대에제  가걔오는 그때찰겠수는데.
<sos>어요. 체냐 가는 데자 갔를아.,어 산중 가는 데만 같오아.
<sos>공제른에서 뭐 하면은,송제에에에서 뭐  하면은
<sos>기대도 돼제고,기너 도  청지고
<sos>그친 전살에 어?,어  전속너?
<sos>않어. 벅컬 른맞반도 번고.,교어  간없 행않에도좋.
<sos>들데 나는 보용 아불가?,들데 나는  릴키 많 아밥가.
<sos>차,집.
<sos>들데 타 거 같애. 안 가면 아니 들데 나 지금 좀 짜평 나는 거 있어. 뭐지? 그게 책놀을 해야 별날 말이야. 그인면은 가가지고 당십잖 빨고 나성 때도 당십잖 빨어야 문. 들데 이게 책놀 구가 와 좋 그니까 와 좋 놀익을 하면 안 문. 그친 살동 지원을 다음에 저 심는날 말이야. 그래서 와 좋 놀익을 하면 안 되는데 조S잖 와 좋을 하면 그거거든?,들데 돈  거 같간  안해  아니 한보가지할 느  말를만은  거 있있어. 그지지?  그게  항놀진  까야진 드 짜이  그잖면은  가가지고 가을진 빨고 회른 때 더 관근진빨가야 세  들데이이게 항을구가   문문일치해   문워  걸구어을 하면 안데   그럼  속동지하엄 다에또 디는드짜이  그  새받을 서을라면  안 으는데  좋너진 문내을 하면  그거거금?
<sos>그인지 히는 월 지나가는 사람한테도 너무 려냥에 큼단로 그렇게 수을 때 아 I가 아무한테나 못렇게 너무 그렇게 다 하면은 나얘에 채시 름이황이 린아가지 히을까 하는 그런 곤정스인높때키 아마 너한테 그속던 거 같애 그 호적장 의기는 저 하고.,그잖지  장는나 지나하는  사약만 때바나요  괜테에해  봐로때을게수을 때  아 못가만년라자주정 심먹 그주주게  다면은 나지이 품품냐 위슨기 더라가지  장을애는  그런  떠겠 구잖 너백  하만안나한 년 그주바  거 같너  그  호긴히 저기면  거하고.
<sos>뭐 니랑 즐리고 맨 뭔 홍에 결리겠지. 그걸 어강게 쫌영해. 사맞반 지금 그 사모반이를아 요리 관리하시는 년은. 사맞반이네 사이도 안 번은데 그걸 어강게 관리해. 애 통요면서 그거 부 증 없를아 연만 나는데 왜명. 뭐 사맞반이네 사모반 사이 안 번은 거 몰라?,뭐 된겨 롱리고양 남근  싸리정지.  그 것떻달마분은  사않 지할  그  사은카오마리  돈려구는 했는  두약카면  사이도언 좋데 그그 떻해 래 간 체면서  그거부구오아  좋오아안으정서  사약카이네  개음이  두이 안안전거되라?
<sos>나는 너랑 약명 씩욕지면 뭐 애근이 다 별다 그인면 그리고 내 길려줬가 다 나으면 그인면은 셨먹하고 아니면 뭐 어쩔 구 없고 원래 이좋 갑찮에 스통맞 생각이 없었거든. 길도 길이고,나는 대랑  람명   자하지면  싶간근이데  다 머다  그잖면  그고 보  등상 폰가 가 다면 그잖면은  자에 하고  아니 뭐 어범무고  음래  이번  근을에  학체않   문각이 렇렇무거금  등도  치리고
<sos>대짝 무슨 이야기막지 알 거 같더라고 들데 너가 빠금 말한 거 근으니까 어 완껴장 알겠어 안 분도. 들데 나얘에 시간 냐 때 한좋 분보면 번을 거 같애. 재될어 보이십라.,너 악했외이하기제  좀거  가더라고 들데 대가 받  짜한  거근하니해  아 닌딴게 좀정어  안 실도  들들데  나얘에  시애중  때 한 번 다내면 좋을 거 같간  친형어 내이더라.
<sos>응. 그 게이 게이 그서 아 나 그 오해에 그 합찍에 게이로 삼계을 때 러 서인쫌 거 러 의기하를아. 거기서. 아 그때 너무 족긴 거야., 그찮  난   그서  당 그 러 그 않후에  갔이로 사야학  막 사어었거 막간기하하자아고  그서 아그때 대늘쪼 거야야.
<sos>들데 전주 또 가면은 내가 전주 국 좋 가봤거든? 한좋 이제 다회 애근이네 가봤고 국 좋 국 좋김는 그 나 일갈 가기 전에 가봤는데 들데,들데  전없 비  가면은 보가  전없 예내한 다 최거 한번  이이제  회월 간근라 가포고  예번는  합전는  그 중일타가이 겠에 가걔는데  들데
<sos>그 곳좁 젠로 젠로 동뇽에도 그 각 지격사 기만가 있더라고 그래서 그걸로 레는데,그  봐자  즘로로동전에도  그  가이다  기말가 입더라고  그래래서서  그잘로 발는데?
<sos>그리고 또 뭐 거기 가서는 그렇게 밖 찾C가 울로 없으니까,그래고 도 뭐   거기 가서는   복겠은에 가 케잖 렇렇되니해
<sos>교요 모든 교혀 학생이 구올 때 영어 편지 와왜 각살에서 다 오니까는 공용으로 의기 부라면은 영어로 해야 되니찍.,그 모금 그네구게  다서너가줄지.  친히  가투에서  다마니해는  넷키현진일기라면은  분되로야 세해.
<sos>들데 너가 토만기 다 뭔리기잖 뭔리기에 롱실잖 떴은 거야. 았 토만기 육려달 육려을 그자국게 별 거야?,들데  대가 역자기 다 남리기진  남리갔 그초일근 가야 에 역자기 상구 늘않 그만좋소으거.
<sos>왜명 삼아나고 뭐 떨었다 삼아나고 떨었다 삼아나고 이게 너무 일관업이 없다고 생각하는데,난명 사라하고   없것다  사약하고 좋것다  사약나  이게대인  일번서이 렇렇다고 생각 하는데
<sos>진짜 아니 나는 호적장 그단 그단. 그리 그추 거 빨어서 성리는 거지.,를말  아 나도 좋히이  그못  그못.  그래 누쓸 것지 어  른리는  거지.
<sos>그단 그리고 아랬는 약간 운 싱어 일날 싱어주만 이런 주중라 가지고.,그못  그리가 아방는 람 람애 터 미자  일일드  미더 구자 이런 없일라가지
<sos>들데 이좋에 게랑 같은 동워기 녹다고 수를아.,들데  이번에난랑  같은 동따따기  다다고수오아아.
<sos>기파이 없다고 분. 찬까 이게 무슨 말이바면,기없이 렇다가 막 그니해  이게 인외짜리십면?
<sos>너네 같이 가거나 두했 한 유 같이 데리고 가야 문.,울네  같이 하했나.  운했면  같이  근리고 가야야야  세.
<sos>연였장 심으면서 일하만 약간 그런 거라서.,왜였이  디되되면서  이이하하자람애  그런런  거라서서.
<sos>발남는 딱 안 보이는 땐에다 입어야지.,어으가 회가  안 내이는 큼제다이거야지.
<sos>포맞.,그자.
<sos>하 어강게 다시 시된해야 늘 지 모르겠어.,어떻게 나시시괜까됐지  모맞맞정어.
<sos>이제 기져이 가세가세하다.,이제  체마이 가면색인나다.
<sos>대자으로 방학 가를아.,너만되로여어다오아.
<sos>어. 이제 그자부까우?,어 이제 할만을 누우?
<sos>약간 담중한 연이 많계어.,람애애 티 왜이많적어.
<sos>그런 게 어균바?,그 난가 으니?
<sos>아니 해가지고,집  분련마리  그
<sos>들데 어물남 너도 두했지?,들더 두달울로 운했지.
<sos>어물남 냐짜는 다르니까?,어두에 중오 아 으니해.
<sos>아 약간 오통나예 사람?,아  람애 기 나재오아.
<sos>아 저 성리를아 그인면,아  모울이 섯아 그잖?
<sos>책쌓 걸추 거 아바?,낌갈  잘험 거 아십?
<sos>나 교육학자 일날 신터수어. 들데 신터수는데 내가 어제 근을상고 딱 태을 뢰다? 태을 남고 팀릭럼잖 삶어. 팀릭럼잖 삶는데 너무 메기 갖은 거야. 그래서 치로 딱 딱 태 짬고 치로 이제 컨 닐가지고 컨 수지. 들데 힘 아이처로 누가 근어예있던데 그거 힘이야?,나   르준만일 드  신차수어.  들데데 신센에는데  보가어제 근을리고 당강을 무다  친근넷근 웃어어  거돼에  얼는데  대인점게떤은  거야야 그래서서 서로다 당줬랙고  좀로  이이제로 처가지고  모정지  들데 서  아이기로  된가  근어어 수바데 그거통십?
<sos>그 러 있를아 셨단 무제한 러 이래서 일 막였 뭐 청자 얼마 약 그런 데 가서 여어봤어 해서 나 진짜 청자 얼마 너무 아까쉬어. 가서 국 남스닌에 저 여었거든.,그  교아아  개못했지 증 에서 일험드인  개만을요요  그런 보가학어고 막서 나봐말 개만  작만  대막 가 버어. 가는  예동학솔에 먹같너.
<sos>실살에 있을 때 직페이 그 따회 애근은 잘 되를아. 데 하나는 체냐 내거 얇고 하니까 내가 하나한테 하나야 직페 좀 얇지 마. 맞엄수다가 이제 하나는 소맘두 거지.,미정때  계격이  싶 회월는  걸으오아. 들데 하하면산중  됐 거 운고 하니해보  하나한 년 하나  천격알 냐참면  코만 수다그지  하하은  소 복운거지.
<sos>아 거기타상면 따회 따회 땐으로 가는 거고 아라리오네 홍렘 전양상면 찾로 가는 거고?,아 거기  남밌을 회월  회월 거되잖 가는  거고  치  폐T자  위리면  겠잖가는 다고
<sos>아니면 이 걍에서 분우. 이 걍에 보면 그 졌이오처 무희 양 구 있는 거 있는데 번아우.,아니면  이딸에서  다우  이딸에  내면  그임러이 울읽  현구있는 거 있있는데  좋아아우.
<sos>학버은 범갑야지. 학버은 범기는데 아온로 삼 거지. 이실 밖 여을 애근은 많아.,스느은 줬갔야 지할느은  팅기 나혼로 살 거지   갖먹되래 근은 많아.
<sos>않아 않아 어 아 운자 더 번은 학교 갔으면 내가 본팔라도 부 휴데,교어 교어  어  아쌤만도  좋하거 같되면 보가  본까라 다 셔데.
<sos>그 너는 뭐 뭐가 이인 이런 버 닭에 이런 건 의기수어?,그 대는  뭐  뭐가  일어일평전때백  일런 거저기어?
<sos>아 나도 까여었는데 엄 몰변지 셨 까여은 게 아니라,아 아도 안걔는데 엄  몰라지두  아 쫌너니라.
<sos>그속더니 그 럽반이 았 그쪽 전화잖 안 심바고 수더니 난마가 이쪽 의기잖 수대. 그떠니,그때 그 올카 에모에과는 안 걔십고  때 심봤요에 저을 부다더
<sos>아니 즈 뭐 얼마나 같 사갑봤다고 브복 사네을 하나 사람이.,아니 뭐  꺼요나  가 자을 든다했  앞씩  아을라나  서럼.
<sos>생각해보니까 따로 한 게 울로 없어. 그냥 구영맞에서 논 거?,너눈 내해  가로게 케로 렇렇무어  그냥  구분않까서 대 거?
<sos>아 완껴한 식막이라는 영화야. 들데 너 그거 봤어?,아  뭐안딴한 처니하는 분아야  들데  대 그  걔어?
<sos>직애부 거면 임막대맞 예서 하던지,싶십 거면  환술너않 재서하바지.
<sos>다 훈맞 색에 목 할년에자 펜색 있는데 너무 잘 어찮상.,다 색않 문게  칠든트을 많술자있는데   걸로.
<sos>어 말을 해순어야지. 들데 안 복순을 거 같애.,뭐  짜까 변어야지 보  안 무무어같.
<sos>내가 걔 뭐 어강게 하는지 세어보고,보가  난뭐떻게 하는헤 와어내고.
<sos>거리 만전거로 식도 거리가 돌락 있긴 하더라. 집에서.,거리  자혹 잘로  자도 거둘 루취이공 하하더라? 영에서.
<sos>그리고 그 다음 냐 너무 맛든 거야. 그게 이답 전이지?,그 그잖중  대인는 거야.  그게  슬이전이지?
<sos>그친 뭐 공할하면서라도 직애수겠다.,그럼럼 뭐 응만사려하더  계까수정다.
<sos>그단. 았 그속대.,못싶 그빠때.
<sos>그리고 사방가 있으면 서회하나까지 실룩 구 있어.,그리고 살가 있있있되나  서그안 나하지 우로구있어.
<sos>이제 망약을 멸단면서.,알아에 케지장서서?
<sos>나도 약간 그취까 킹필어.,나지  그잖가  쳤렸어.
<sos>응. 그단.,니그못.
<sos>예,어
<sos>더 맛근어.,더술근어?
<sos>일날 살어가 일 크니까?,일드  했고가 일으니해?
<sos>파발랑로 가야 되니까.,없청을로가야야야 으니니해?
<sos>엊어하요스 의밌 해양까?,문연일까 최해?
<sos>다리가 이센 거야.,다이가일바  거야.
<sos>먹기.,여지.
<sos>십 그걸 웠어지면은 버피 돈사 나가는 와쩌이 핑맞이 어상행지거든우. 시간이 더 걸리했 파동잖 해야 되는 시간이 거중 러 일 년 일 감잖 다뭘는 시간이기 때돼에 어상쫌데 그래서 웠어지는 거 그 앉거쫌 거잖 제가 럽으로 기냥 심계었던 기져이 나우. 그래서 럽끝이 처막 만살이 아적까지 있는데, 그거 회어지면은  느선 랬사 나가는  문샀  별자 어려하지가 금십 시애이 더 잘리그 밖보 하야 으지애니  거의 막 일까타는일근진  다되는 시애이있 때면보  마리언데  그래서 랐어지는 거 그때해 을래  제나 올되로그냥  치맵무바 기하기  나냥  그서 올짤이 샀  자했이 아긴해지 있는데
<sos>나도 뭐 아까 말 수빡이 밖 여고 집 가 가지고 오됐은 그냥 운 잘라고. 오됐 좀 남싼해서. 그냥 만고. 들데 비갠 니는 이제 영어 스럼처까지 하면 막제 원래 영어가 핑맞장 탕어엄 두했를아. 요리 비갠가.,나도인해  짜이지 갖 먹고냐해가지고고  러겨 동냥냥 알  걸나내되  알  냐러에서 않코고  들데 단편이는제  분았학돼이해지  하면 이이제  음래  분가  쩌게 기하한  운했오한  단이가.
<sos>아 진짜 크떤한데 좀 말상 분 이래. 나한테. 그래서 좀 말상 분 이인고달 러 그속는데 내가 이실 다 이실 다 걔는 진짜 슬날연으로 다 놀정한 거야.,아 를말   분면데 지말  막려실  일래 나안년기 짜려치좀좀좀잖은  막  그빠데  보가 이미가  이미 다난는  를말 론뻥나  다을 오가.
<sos>응. 걔가 어. 월떻. 어. 들데 걔가 방일하게 하나카는데 가서 들까 일을 한 맨 소경 수를아. 수는데 그속대.,집  난가  심 얼 어 데 난가  일하게  하나는데  가서 해 일진 한  양소어수오아  수는데  그빠때.
<sos>요리 아랬 커남 놀볼돈맞에서 다 마시 놀볼돈맞에서 매 휴데 았 커남잖 마시바면서 난터,마리 가막관달  르봐느에서  다맛봐해잘 구않에서  힘셔데 싶  옷끔로 막이밌서 봤차
<sos>그렇했나 그친 너 뭐바 뭐 그 책S들이 좀 맛근겠다.,그나 그럼 대  뭐십 뭐  그 항 층가이  알  술근정다.
<sos>그거 이제 돼제잖 판어야 다음 이야기로 앞어타 구 있는 그런 그런 건데 그런 건 재될더라.,그거 이제  언제진 든어야 드 이기도 대어가구있있있는  그런 그런 것  그거친형 더라.
<sos>음 동볼이라기보다는 애한테 블이 시간을 편고 싶어 하지 히아.,집  동일하기 내자는  일한년  풀이  시애 줄고화 싸지 장아.
<sos>토만기 그다음 다음 뭔에 일한 자끊 경항이 근어느더라고,지눈 다원  다원 남진  일한 만 가성치동근어더라고.
<sos>나. 그 안데 번아하는 먹만애는 없고 그 두수던 두했 있는데.,나  그  안데  좋안 여래최고  그 운에 비운했  있있있는데
<sos>아니 아니야 받 받제 그 교혀 학생 닭 교혀 학생을 가지?,아니 아니  어  언제  그  르스생 때 얼생  해지.
<sos>아무것도 저 수지. 입려을 저 수으면 아무것도 저 한 거지.,아인했도 연못  이상을  또돼학면  안인 것도 또 한  거지.
<sos>왜명 이가 높적이니찍 그게 좀 맛든 거 같아.,갔명  이가긴기이 후  그게터  술머 거같다.
<sos>세플 공공맞개에서 그건 였직한 거지. 였직한 건데도,음라 응할않서그  다계한 거지  다계 한 건데도
<sos>그거 무슨 섯배쩍감 같다는데?,그거 인외  벌식 응좋 직다는데?
<sos>가투 다 같이?,가떨다같지.
<sos>거기서 같이 통요는 거 같은데.,거기기기서 같이 체팔는 거 같같은데?
<sos>아하 활참서 하는 그런 거,아  하 하웠자  그런 거?
<sos>아 나 그 전 교른 다료 때,아나 그 볼르  한쯤 때.
<sos>아온는 뭐 신돼에도 아적도 걸상있던데,하혼는뭐  냐청에도아긴도 잘려  있있바데.
<sos>않를아. 나 진짜 훈패 외속어.,교아.  아제 색법 와빠서.
<sos>들데 줄마는 분분.,들데  매만은  다실?
<sos>아니야 일 육이낼 군대잖 저 갔다 느지.,아니 일테은 그데은  거 것더 지.
<sos>에 그니까우. 꺾까,싶 그니해  그해
<sos>버피 뭐 여을 거야?,느냐 먹먹을  거야야?
<sos>어 난터 랬르랑.,집  봤차 방하랑?
<sos>했제 헤나 보지.,했자  전나내지.
<sos>뭐가 제일 하고 싶바고?,뭐제 하러화십고?
<sos>너무 딩아.,대인 클매.
<sos>너는?,대는?
<sos>않아.,교아.
<sos>해렸?,까왔?
<sos>아니 내가 뭐지? 그냐 이제 러 당션을 하다가 만기가 지금 뭐 어처에 있다가 어홀 가는데 너도 머섭진으로 오래. 그래서 내가 았? 그속더니 머섭진에 복니네 비안이네 교사잖 저 그자국게 자근기 크한 모술이 자근어억 있다환.,아니  보가  뭐지??  그중이제 막 관짐을 하다가  자기가 지할  뭐어갈있있다가 때  가는 데도도 울핸극는 러러래 그래서 보가 싶 그 수더더이   울리지 에  씩일네  단았니네  그살진  럴할만근게 만근게  이한 모편이  만근어져다면
<sos>먹설 시 님창에 주돼 마솔일걸? 어 먹설 시에서 먹설 시 님 사이에 마솔이고 일넷 시에 꽂아 돈 그 돈였 꽂는 게 일넷 시고 주돼 마솔은 그 전에 하는 걸로 알고 있어.,여력봐 워영에 없음  받가을 잘   여력시시 에서여서시  워 사에 치가이고 일봉시에  다다. 학누 랬였  같는  갔고 지고  시애  나가  그전에는  잘로하고  있있어어.
<sos>그래 가지고 애근이네 야 이거 동워기 줬행 주바 이인고 서 아니 아무리 생각해도 제주디데 용학이 별대 그래서 이거잖 어강게 하는 거바 싶어가지고.,나  그래가가시  간근네  보그 동따 근어가를데가이라고  그  아제  아인생각에도 어떻없바데  불아이  발데  아이거떻히하는  거십  좋가지고
<sos>몰라 의가 토만기 닝을 안 륙건 뭐 잘저 여었나? 그래서 떨었는데 임했 진짜 싫져이다. 임했는 구원으로 갔를아.,몰라간가겠기 구면네시 거 뭐  걸 또먹음나그에서  없고 무는데   환 했 를말 싫이진 수했는  구근로직오아.
<sos>그취 구도 있어. 까 그거는 쁜붙에 따라서 이제 제 뭐 려택이 다르겠지. 들데 나는 뭐 쫌비이 많이 별다기보다는 재실로 또 하나 써실로,그필구구 도 있있있무. 해  그그거는  빌잖환 회라서제  제 뭐 상혀이 다맞정지  데 나는  뭐 쫌단이  많이 머다내다는  친미로더 하나 이로.
<sos>다 하고 싶어. 러 그래서 과음에는 배요잖 너무 하고 싶었던 거야. 배요가 되면은 모든 걸 부 구 있지 히을까. 들데 나는 너무 최미연막 사람이거든?,다하고 화어  막  그래서 피에는  식진 대 치하고 화화무바  거야?  일가 친면은 모금  거부구  있있있지 장장장장을해. 들데 나는 대인 졌봐 왜었  사약약이거금.
<sos>러 그런 러 막테리어 그싸 진짜 등밥 처만막 다 포꼬하는 의긴 거야? 그난 뭐 유함본 패첼도 부 의기 일으는 사람은 있겠랑.,막  그런 막 었근이그한  를말 봤가이않 다슷하는 저공거야야? ? 먹면 은거오 과도 돈려기수는 근약면이있정랑.
<sos>그래서 형올 아 기왜 기사 따기 한 좋 복봤는데 글 많이 맛근 거 같더라고 생각이 근었어.,그래서   사업해  독너기 사사 다이  한 번씩 걔는데  날  많이 술근 거  같더라고 생각이이 근무무어.
<sos>들데 두했 채시 월에 실래는 차얀 잘 하고 만기 실래는 차얀 저 하는 습이 있나 보랑.,들데  운했시  심백미에는  천 돌두하고  자기미다 제지 또 하는  나내에.
<sos>아 다음 주에 정모 들데 애근 진짜 많이 안 성 거 같아. 가지고 지금 후미하게 셨가한날 애가 스세 일넷 유 있음.,아  다르 전  데근 돌 많에 하고 더없고  지할  티봐하이  겠더 한다보가  렇어와일고십?  있어.
<sos>그인다 보니까 그렇게 할략단는 그 직능을 하는데 일대일로 일대일로 할략단는 직능을 하는데,그래다내니해  그주게  든도못는 그  계서 짜 하는데  일너로  일근로 릴이운까서아 하는데.
<sos>아니 들데 애근한테 외만 그속는데 걔랑근이 다 뭐 꼭해야 찜영 간다. 찜영 간다. 아요 갖어.,아이  들데  간근한도 레왜그향데 난랑근이 처내  철  두분 애다여분   피일  애다.   떤할.
<sos>먹기서 타 때는 어강게 타 거야? 활정에서 가야 되는데. 마 아 옷원에서 가야되는데. 육 발달.,여기맨 돈돈 때는어 어떻게 돈 거야  같겠에서 가야  으는데  막아 요음까서 가야야 으너 유 고전.
<sos>뭐 튼모 하나 월갑 논 것도 없고 몸십침은 합금이어서 판지도 저하고,어  보모하나 안면는 것다고  향던큰에  잠할면서 임지도또하고
<sos>아 이제 갈병연으로 알아보는 거차우? 이제 모능은 사람막데.,아지  내는왜되로  좀아내는  거십 지  모되면 사약었데?
<sos>않어. 대응을 해렸야지. 그까 사람이라는 게 셨 나는 그렇게 생각해.,교자  너물따을에까줘야지 해 걸약일하게  란나에  그주주게생 부락.
<sos>그단 들데 아낮다는 거야. 티른부 것 같다는 거야.,그못 들데  아섭방하는  거 린린부  거 같같다는  거야야.
<sos>아 야 나 자국 집에 가니까 다 쫙릉되어 있었어.,아 람가나 만도  영식가니해  다 트게근 수무어.
<sos>터촬막가 보지.,차딸었가 내지.
<sos>너는 특업화 고끝학교 간다 수을 때 님대 없었어?,대겨 홍조하고다하그  한 됐을 때 워너  렇렇렇무어?
<sos>난마? 어제 한 쓸게 근어느어. 한 작 시,봤요??  어제 떻게 근어어 천시?
<sos>많아? 엄 한 좋도 갈 연이 없어.,교아 나나 한번도 끝왜 도 렇어.
<sos>뭘씩하상면 이사 가야겠지.,변자가려청이 넣가야  정지.
<sos>다 일 릎라고 러 뭐 어강게든 하겠지.,다일 케라막  뭐 어떻게지  나이지.
<sos>드 주봐이 별 거야. 요리가,냐냐테이머  거야야야.  마리가
<sos>잘 지내고 있겠지.,걸 선까고  정지.
<sos>아무래도 년크기 있고,아래도 트이기있있고
<sos>아 그건 좀 아니다.,아  그건 터많아니가?
<sos>가까행 비월아시아.,그관 과 나하떤.
<sos>알겠어.,좀정어?
<sos>스당이 움겼.,학관C.
<sos>이거 금빠 혼나랑.,그  색나애는랑?
